T1 = 84,  T2 = 85,  optimal x = VectorD(8.02265,	-7.97684,	1.79760,	2.02353,	3.03086,	4.03215), y = 7.799490295714348
T1 = 85,  T2 = 86,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.1438584622747685
T1 = 86,  T2 = 87,  optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 4.594175598859791
T1 = 87,  T2 = 88,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 4.786227386500071
T1 = 88,  T2 = 89,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 9.160261354042909
T1 = 89,  T2 = 90,  optimal x = VectorD(7.92498,	-7.85562,	1.99005,	1.98080,	3.04561,	4.09422), y = 4.872701264046876
T1 = 90,  T2 = 91,  optimal x = VectorD(7.32140,	-8.58711,	1.40352,	3.28692,	3.67001,	4.20005), y = 5.51128682936756
T1 = 91,  T2 = 92,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 2.9952052394465434
T1 = 92,  T2 = 93,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 3.989341361847951
T1 = 93,  T2 = 94,  optimal x = VectorD(7.91770,	-7.99588,	2.01337,	2.06893,	2.93004,	4.26337), y = 3.798562162373569
T1 = 94,  T2 = 95,  optimal x = VectorD(7.81787,	-7.97868,	1.48286,	2.48275,	3.03845,	4.06884), y = 1.6634774445567542
T1 = 95,  T2 = 96,  optimal x = VectorD(8.04036,	-7.95964,	1.50781,	2.04036,	3.29036,	4.04036), y = 3.4272184656648634
T1 = 96,  T2 = 97,  optimal x = VectorD(7.98662,	-7.98347,	1.49909,	2.06780,	3.44280,	3.97405), y = 2.6032007335014278
T1 = 97,  T2 = 98,  optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 7.011909541014318
T1 = 98,  T2 = 99,  optimal x = VectorD(8.16667,	-7.83333,	1.00000,	2.16667,	3.16667,	4.16667), y = 16.39322859578614
T1 = 99,  T2 = 100, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 3.6047459578316374
T1 = 100, T2 = 101, optimal x = VectorD(7.95274,	-8.16430,	1.50540,	2.52623,	3.15123,	4.14212), y = 2.02068802537919
T1 = 101, T2 = 102, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.50000,	4.00000), y = 1.3333333333333335
T1 = 102, T2 = 103, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 8.150582077334159
T1 = 103, T2 = 104, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.270578488440023
T1 = 104, T2 = 105, optimal x = VectorD(8.08333,	-7.91667,	1.58333,	1.75000,	3.08333,	4.33333), y = 6.255118170902815
T1 = 105, T2 = 106, optimal x = VectorD(7.96296,	-8.03704,	0.944444,	2.74074,	3.15741,	4.07407), y = 7.612887985631143
T1 = 106, T2 = 107, optimal x = VectorD(7.90173,	-8.02586,	1.51034,	2.14124,	3.19137,	4.08981), y = 7.604651250107947
T1 = 107, T2 = 108, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 1.7909999713051519
T1 = 108, T2 = 109, optimal x = VectorD(7.60417,	-8.00694,	1.54167,	2.63194,	3.38194,	4.09028), y = 4.503559744610286
T1 = 109, T2 = 110, optimal x = VectorD(7.96024,	-7.78277,	1.42971,	2.15810,	3.18731,	3.82573), y = 4.4387794798898135
T1 = 110, T2 = 111, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 2.645539623707964
T1 = 111, T2 = 112, optimal x = VectorD(8.03646,	-7.96354,	1.78646,	2.03646,	3.03646,	4.03646), y = 4.263942390546713
T1 = 112, T2 = 113, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 4.406444156391476
T1 = 113, T2 = 114, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 3.554598003758277
T1 = 114, T2 = 115, optimal x = VectorD(7.55556,	-7.77778,	1.72222,	1.83333,	3.22222,	4.22222), y = 2.4872967911949773
T1 = 115, T2 = 116, optimal x = VectorD(7.86008,	-7.99177,	2.02675,	1.60494,	2.83539,	4.52675), y = 4.501115424960862
T1 = 116, T2 = 117, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 0.9225259621235946
T1 = 117, T2 = 118, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 3.7374083741119803
T1 = 118, T2 = 119, optimal x = VectorD(8.02148,	-7.97852,	1.52148,	2.02148,	3.02148,	4.39648), y = 6.364732166849649
T1 = 119, T2 = 120, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 2.896556994917651
T1 = 120, T2 = 121, optimal x = VectorD(7.95793,	-7.93118,	1.48462,	2.42212,	2.97464,	4.05363), y = 4.681630849411974
T1 = 121, T2 = 122, optimal x = VectorD(7.85185,	-7.95370,	1.35185,	2.49074,	3.24074,	3.90741), y = 5.926868830094636
T1 = 122, T2 = 123, optimal x = VectorD(7.69593,	-8.82259,	2.47302,	2.07522,	3.39689,	4.41129), y = 1.4076620816739802
T1 = 123, T2 = 124, optimal x = VectorD(7.89969,	-7.77623,	1.25926,	2.32099,	3.32099,	4.32099), y = 5.230377598642342
T1 = 124, T2 = 125, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 9.608624691952064
T1 = 125, T2 = 126, optimal x = VectorD(7.89133,	-7.75759,	1.84774,	2.25051,	2.68107,	4.34774), y = 9.289647726471243
T1 = 126, T2 = 127, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 3.980927816683839
T1 = 127, T2 = 128, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 13.592783833747689
T1 = 128, T2 = 129, optimal x = VectorD(8.12500,	-7.87500,	1.25000,	2.12500,	3.12500,	4.12500), y = 5.60707977716457
T1 = 129, T2 = 130, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.872041414011552
T1 = 130, T2 = 131, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 4.878648527269716
T1 = 131, T2 = 132, optimal x = VectorD(8.14069,	-7.85391,	1.05015,	2.18834,	3.16229,	4.16229), y = 2.1212539395729375
T1 = 132, T2 = 133, optimal x = VectorD(8.15548,	-7.83642,	1.30440,	2.26080,	3.26080,	4.26080), y = 4.225551072049331
T1 = 133, T2 = 134, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 6.239548969745901
T1 = 134, T2 = 135, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.5768098496457776
T1 = 135, T2 = 136, optimal x = VectorD(8.08333,	-7.91667,	1.58333,	2.08333,	3.08333,	4.33333), y = 3.900215583615645
T1 = 136, T2 = 137, optimal x = VectorD(7.98148,	-7.86574,	1.78009,	2.03009,	3.03009,	4.03009), y = 15.534175395804594
T1 = 137, T2 = 138, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 1.9301606070671609
T1 = 138, T2 = 139, optimal x = VectorD(8.02214,	-7.97786,	1.52214,	2.02214,	3.02214,	4.39714), y = 2.9168907134152358
T1 = 139, T2 = 140, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 7.189115835760587
T1 = 140, T2 = 141, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 1.915979296596375
T1 = 141, T2 = 142, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 5.409603108573247
T1 = 142, T2 = 143, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.9142494725533594
T1 = 143, T2 = 144, optimal x = VectorD(8.16667,	-7.83333,	1.00000,	2.16667,	3.16667,	4.16667), y = 6.875977001824157
T1 = 144, T2 = 145, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 4.1217845968474265
T1 = 145, T2 = 146, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 3.2358237738042908
T1 = 146, T2 = 147, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 1.0143390301674189
T1 = 147, T2 = 148, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 1.8777806984238248
T1 = 148, T2 = 149, optimal x = VectorD(8.12500,	-7.87500,	1.25000,	2.12500,	3.12500,	4.12500), y = 7.5835625981348596
T1 = 149, T2 = 150, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 1.640467802235632
T1 = 150, T2 = 151, optimal x = VectorD(8.19136,	-8.06790,	1.82099,	1.65432,	3.32099,	4.32099), y = 6.14248746373711
T1 = 151, T2 = 152, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 12.792911880426733
T1 = 152, T2 = 153, optimal x = VectorD(8.09375,	-7.90625,	1.59375,	2.09375,	3.09375,	4.09375), y = 6.185424203904696
T1 = 153, T2 = 154, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 11.856140819688354
T1 = 154, T2 = 155, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 6.867479609141565
T1 = 155, T2 = 156, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 7.864366646934743
T1 = 156, T2 = 157, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.372012379283344
T1 = 157, T2 = 158, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 4.723595230106083
T1 = 158, T2 = 159, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 5.4923701982525515
T1 = 159, T2 = 160, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 5.829675118421857
T1 = 160, T2 = 161, optimal x = VectorD(7.98755,	-7.96688,	1.77791,	2.06958,	3.06958,	4.06958), y = 5.283018867924529
T1 = 161, T2 = 162, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 1.502016336652016
T1 = 162, T2 = 163, optimal x = VectorD(8.15078,	-7.84045,	1.39405,	1.59821,	3.26488,	4.26488), y = 11.793239655312494
T1 = 163, T2 = 164, optimal x = VectorD(7.99838,	-7.99174,	1.48604,	2.03560,	3.15192,	4.29775), y = 1.402561949661123
T1 = 164, T2 = 165, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 4.192170437786082
T1 = 165, T2 = 166, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 6.967590374480318
T1 = 166, T2 = 167, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 2.095260622078704
T1 = 167, T2 = 168, optimal x = VectorD(8.02214,	-7.97786,	1.52214,	2.02214,	3.02214,	4.39714), y = 2.8074409355029153
T1 = 168, T2 = 169, optimal x = VectorD(8.00351,	-8.02989,	1.51898,	2.48773,	3.00062,	4.04890), y = 3.906736090644136
T1 = 169, T2 = 170, optimal x = VectorD(8.08333,	-7.91667,	1.83333,	2.08333,	3.08333,	4.08333), y = 2.831405720353845
T1 = 170, T2 = 171, optimal x = VectorD(8.16667,	-7.83333,	1.00000,	2.16667,	3.16667,	4.16667), y = 6.428718984552528
T1 = 171, T2 = 172, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 4.992433460241868
T1 = 172, T2 = 173, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 0.7003591807464283
T1 = 173, T2 = 174, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 3.835465939893768
T1 = 174, T2 = 175, optimal x = VectorD(8.04167,	-7.95833,	1.54167,	2.04167,	3.04167,	4.04167), y = 1.6795279164775307
T1 = 175, T2 = 176, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 5.438221844567927
T1 = 176, T2 = 177, optimal x = VectorD(8.04167,	-7.95833,	1.54167,	2.04167,	3.04167,	4.04167), y = 7.118900150479405
T1 = 177, T2 = 178, optimal x = VectorD(8.02083,	-7.97917,	1.52083,	2.02083,	3.02083,	4.27083), y = 7.650398434708263
T1 = 178, T2 = 179, optimal x = VectorD(8.12500,	-7.87500,	1.62500,	2.12500,	3.12500,	4.12500), y = 4.968590673376167
T1 = 179, T2 = 180, optimal x = VectorD(8.02344,	-7.97656,	1.48438,	2.02344,	3.02344,	4.39844), y = 3.1494506714366746
T1 = 180, T2 = 181, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 9.286149454298595
T1 = 181, T2 = 182, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 17.456369577424933
T1 = 182, T2 = 183, optimal x = VectorD(7.97311,	-7.94460,	1.58071,	1.99969,	3.04831,	4.32956), y = 1.5339941845357656
