T1 = 84,  T2 = 85,  optimal x = VectorD(8.10658,	-7.88532,	1.04524,	2.21190,	3.21190,	4.21190), y = 7.080781228879706
T1 = 85,  T2 = 86,  optimal x = VectorD(7.98601,	-7.95721,	1.48175,	2.05232,	3.05631,	4.33300), y = 6.140387303960246
T1 = 86,  T2 = 87,  optimal x = VectorD(7.96571,	-7.99829,	1.60974,	1.91770,	3.54898,	3.92745), y = 0.1897304536796685
T1 = 87,  T2 = 88,  optimal x = VectorD(8.29630,	-7.70370,	1.79630,	1.90741,	2.77778,	4.29630), y = 3.815915512473718
T1 = 88,  T2 = 89,  optimal x = VectorD(7.77083,	-7.89583,	1.45833,	2.35417,	3.10417,	4.10417), y = 4.286630831458973
T1 = 89,  T2 = 90,  optimal x = VectorD(7.77238,	-8.09799,	1.49537,	2.54090,	3.29090,	3.99923), y = 4.793667650190384
T1 = 90,  T2 = 91,  optimal x = VectorD(8.03219,	-7.96949,	1.45258,	2.26910,	3.05593,	3.99642), y = 0.6380951260543746
T1 = 91,  T2 = 92,  optimal x = VectorD(8.28255,	-7.96745,	1.48698,	2.13672,	2.99609,	4.03255), y = 7.1323040771206365
T1 = 92,  T2 = 93,  optimal x = VectorD(7.97222,	-8.02778,	1.98148,	2.03704,	2.89815,	4.23148), y = 9.80150819103753
T1 = 93,  T2 = 94,  optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 2.4049049122035417
T1 = 94,  T2 = 95,  optimal x = VectorD(8.29630,	-8.37037,	1.79630,	1.77778,	2.90741,	4.29630), y = 1.1281872107807507
T1 = 95,  T2 = 96,  optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 1.9710218863673201
T1 = 96,  T2 = 97,  optimal x = VectorD(7.73178,	-7.88163,	1.39509,	2.93162,	2.41598,	4.78438), y = 1.2492922075599018
T1 = 97,  T2 = 98,  optimal x = VectorD(8.03184,	-8.09635,	1.12199,	2.85107,	2.92926,	4.15971), y = 1.1272141706924315
T1 = 98,  T2 = 99,  optimal x = VectorD(7.83825,	-7.96700,	1.43945,	2.13336,	3.17821,	4.35028), y = 1.952180335941347
T1 = 99,  T2 = 100, optimal x = VectorD(8.14352,	-8.42593,	1.74074,	2.24074,	3.24074,	4.24074), y = 9.132073824293396
T1 = 100, T2 = 101, optimal x = VectorD(8.12500,	-7.87500,	1.25000,	2.12500,	3.12500,	4.12500), y = 2.5380442700800057
T1 = 101, T2 = 102, optimal x = VectorD(8.17873,	-8.14155,	1.79981,	1.88546,	3.23905,	4.26335), y = 2.0664837709765917
T1 = 102, T2 = 103, optimal x = VectorD(7.55556,	-7.77778,	1.72222,	2.22222,	3.22222,	4.22222), y = 5.571195915563891
T1 = 103, T2 = 104, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 2.156890568763787
T1 = 104, T2 = 105, optimal x = VectorD(8.05903,	-8.06239,	1.51725,	2.30903,	3.05903,	4.05903), y = 6.104216073517106
T1 = 105, T2 = 106, optimal x = VectorD(7.98941,	-8.06186,	1.51628,	2.46208,	3.22462,	3.81976), y = 4.99746090443886
T1 = 106, T2 = 107, optimal x = VectorD(8.02802,	-7.96947,	1.51817,	2.26903,	3.06070,	4.06070), y = 1.179030746057995
T1 = 107, T2 = 108, optimal x = VectorD(7.74089,	-7.96745,	1.54890,	2.11473,	3.12283,	4.22005), y = 4.139053285160946
T1 = 108, T2 = 109, optimal x = VectorD(8.07407,	-7.92593,	1.57407,	1.94444,	2.97685,	4.07407), y = 4.284145001830831
T1 = 109, T2 = 110, optimal x = VectorD(7.96656,	-7.93582,	1.57055,	1.98650,	2.96095,	4.10063), y = 4.180942343533223
T1 = 110, T2 = 111, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.5246106016708945
T1 = 111, T2 = 112, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	1.50000,	3.16667,	4.16667), y = 7.65718507572959
T1 = 112, T2 = 113, optimal x = VectorD(7.87220,	-8.00297,	1.36180,	2.52789,	2.94456,	4.22928), y = 4.094707717003316
T1 = 113, T2 = 114, optimal x = VectorD(7.97836,	-7.98282,	1.47017,	2.50867,	2.93450,	4.07072), y = 2.496936760210923
T1 = 114, T2 = 115, optimal x = VectorD(8.29630,	-8.37037,	1.79630,	1.77778,	2.90741,	4.29630), y = 1.284318319158338
T1 = 115, T2 = 116, optimal x = VectorD(7.99177,	-7.98971,	2.15844,	1.50617,	2.79424,	4.36677), y = 1.6609988521169299
T1 = 116, T2 = 117, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 4.803549891170842
T1 = 117, T2 = 118, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 7.419354838709678
T1 = 118, T2 = 119, optimal x = VectorD(7.73124,	-8.37545,	1.35498,	2.86003,	2.93822,	4.16867), y = 0.37386479435458886
T1 = 119, T2 = 120, optimal x = VectorD(7.69389,	-8.11594,	1.44033,	2.35582,	3.36342,	4.23581), y = 7.239459029435164
T1 = 120, T2 = 121, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 3.288980834837806
T1 = 121, T2 = 122, optimal x = VectorD(8.10185,	-7.96759,	1.69907,	2.19907,	3.19907,	4.19907), y = 0.9250354457822674
T1 = 122, T2 = 123, optimal x = VectorD(7.94792,	-8.05208,	1.93403,	2.14236,	2.76736,	4.43403), y = 2.3933273933273935
T1 = 123, T2 = 124, optimal x = VectorD(7.96484,	-8.23633,	1.48763,	2.13346,	3.38346,	4.13346), y = 11.34516653868446
T1 = 124, T2 = 125, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.50000,	4.00000), y = 22.94427208305951
T1 = 125, T2 = 126, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 7.586620309315429
T1 = 126, T2 = 127, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 5.053864488148543
T1 = 127, T2 = 128, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.50000,	3.00000,	4.00000), y = 6.885017805605493
T1 = 128, T2 = 129, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 10.841120878839988
T1 = 129, T2 = 130, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.00000), y = 4.454777719358329
T1 = 130, T2 = 131, optimal x = VectorD(7.94184,	-7.94358,	1.55642,	2.30642,	3.05642,	4.05642), y = 10.647304027368842
T1 = 131, T2 = 132, optimal x = VectorD(8.02083,	-7.97917,	1.77083,	2.02083,	3.02083,	4.02083), y = 0.9967896920967391
T1 = 132, T2 = 133, optimal x = VectorD(8.08073,	-7.91927,	1.51563,	2.08073,	3.08073,	4.08073), y = 0.40966995922678917
T1 = 133, T2 = 134, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 4.234700770027469
T1 = 134, T2 = 135, optimal x = VectorD(7.99593,	-8.01774,	1.32601,	2.20101,	3.20101,	4.20101), y = 12.220300729841428
T1 = 135, T2 = 136, optimal x = VectorD(8.01563,	-7.98438,	1.53125,	2.01563,	3.01563,	4.39062), y = 2.479197382930322
T1 = 136, T2 = 137, optimal x = VectorD(8.08333,	-7.91667,	1.58333,	2.08333,	3.08333,	4.33333), y = 4.753779069564726
T1 = 137, T2 = 138, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 6.4677958155072375
T1 = 138, T2 = 139, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.010028667334855
T1 = 139, T2 = 140, optimal x = VectorD(8.08594,	-7.91406,	1.58594,	2.08594,	3.08594,	4.08594), y = 2.189073396503737
T1 = 140, T2 = 141, optimal x = VectorD(7.78125,	-7.84375,	1.65625,	2.15625,	3.15625,	4.15625), y = 2.90211842180432
T1 = 141, T2 = 142, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 10.446467628019018
T1 = 142, T2 = 143, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 1.6233912617278456
T1 = 143, T2 = 144, optimal x = VectorD(8.00000,	-8.00000,	2.00000,	2.00000,	3.00000,	4.00000), y = 14.233923539555033
T1 = 144, T2 = 145, optimal x = VectorD(7.88826,	-8.15066,	1.85757,	1.73182,	3.22794,	4.26035), y = 1.9903433886343962
T1 = 145, T2 = 146, optimal x = VectorD(7.89133,	-7.75759,	1.84774,	1.73920,	2.68107,	4.34774), y = 2.6557660508490226
T1 = 146, T2 = 147, optimal x = VectorD(8.12500,	-7.87500,	1.25000,	2.12500,	3.12500,	4.12500), y = 1.9341481333066186
T1 = 147, T2 = 148, optimal x = VectorD(8.16667,	-7.83333,	1.66667,	2.16667,	3.16667,	4.16667), y = 3.549761205648288
T1 = 148, T2 = 149, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 9.179071945982544
T1 = 149, T2 = 150, optimal x = VectorD(8.02148,	-7.97852,	1.49609,	2.02148,	3.02148,	4.39648), y = 5.3767061431186765
T1 = 150, T2 = 151, optimal x = VectorD(7.78125,	-7.84375,	1.65625,	2.15625,	3.15625,	4.15625), y = 10.73114716503283
T1 = 151, T2 = 152, optimal x = VectorD(7.96271,	-7.99408,	1.82073,	2.00592,	3.02212,	4.17490), y = 4.104114432454762
T1 = 152, T2 = 153, optimal x = VectorD(8.08594,	-7.91406,	1.58594,	2.08594,	3.08594,	4.08594), y = 8.753305335199874
T1 = 153, T2 = 154, optimal x = VectorD(8.00000,	-8.00000,	1.50000,	2.00000,	3.00000,	4.50000), y = 2.8783658310120708
