S1L1_Flow,S1L2_Flow,S1L3_Flow,S1L4_Flow,S2L1_Flow,S2L2_Flow,S2L3_Flow,S2L4_Flow,S3L1_Flow,S3L2_Flow,S3L3_Flow,S3L4_Flow,S4L1_Flow,S4L2_Flow,S4L3_Flow,S4L4_Flow,S5L1_Flow,S5L2_Flow,S5L3_Flow,S5L4_Flow,S1L1_Speed,S1L2_Speed,S1L3_Speed,S1L4_Speed,S2L1_Speed,S2L2_Speed,S2L3_Speed,S2L4_Speed,S3L1_Speed,S3L2_Speed,S3L3_Speed,S3L4_Speed,S4L1_Speed,S4L2_Speed,S4L3_Speed,S4L4_Speed,S5L1_Speed,S5L2_Speed,S5L3_Speed,S5L4_Speed
269,467,375,296,273,469,375,361,274,469,373,361,274,469,368,379,273,472,369,378,26.90,19.47,19.35,20.16,26.71,19.13,19.45,19.92,27.18,19.59,19.75,19.65,26.94,18.98,19.24,19.39,27.44,20.35,20.26,19.90
331,414,342,309,327,411,340,382,322,413,339,381,320,409,338,408,320,405,338,406,23.60,14.64,15.61,16.39,23.00,14.25,14.99,16.01,23.67,14.91,15.80,16.43,23.60,15.10,15.72,16.29,23.98,15.57,16.53,17.02
316,389,338,302,315,385,336,365,318,386,334,365,316,387,333,391,318,386,333,388,21.03,12.38,12.81,13.44,21.07,11.72,12.35,13.91,21.60,12.38,12.68,13.73,20.70,12.82,13.01,13.99,21.51,13.02,13.65,14.44
335,373,327,288,336,376,329,354,334,375,330,352,334,377,329,374,332,376,328,373,19.25,11.77,12.03,12.38,19.14,11.20,11.65,12.59,19.47,11.62,12.16,12.24,19.02,12.19,12.57,12.82,19.79,12.32,12.87,13.24
322,362,322,270,321,362,321,351,323,360,321,350,322,358,323,384,323,361,323,385,19.32,12.06,12.04,11.26,19.32,11.40,11.49,11.80,19.60,11.89,11.98,11.38,19.05,12.50,12.47,11.71,19.79,12.53,12.71,12.19
335,386,347,286,335,385,346,364,334,386,347,364,333,385,348,397,330,382,346,394,17.66,11.13,10.81,10.42,17.26,10.91,10.84,11.11,17.78,11.09,10.82,10.75,17.63,11.46,11.04,11.00,18.41,11.74,11.71,11.42
323,346,308,269,323,348,311,338,321,349,309,339,321,351,305,367,321,356,306,370,16.49,10.70,10.70,10.43,15.45,10.79,11.08,10.89,16.52,10.57,10.70,10.60,15.89,10.80,10.90,10.70,16.89,11.41,11.49,11.15
285,362,315,278,283,360,312,331,286,358,316,329,289,350,313,362,291,346,310,358,17.32,9.69,9.96,9.91,17.22,9.69,10.10,10.21,17.41,9.76,10.02,9.83,17.08,10.06,10.24,10.29,17.55,10.65,10.94,10.84
310,365,325,306,311,367,323,365,312,365,318,366,312,370,321,384,310,372,320,386,17.62,9.45,9.70,9.35,17.21,9.34,9.66,9.85,17.70,9.49,9.77,9.28,17.55,9.55,9.73,9.65,18.06,10.10,10.61,10.23
292,360,305,259,290,364,307,321,290,368,310,323,291,371,311,351,293,371,315,355,17.34,10.35,11.39,11.72,16.90,10.42,11.19,11.78,17.41,10.19,11.23,11.43,17.26,10.34,11.17,11.63,17.80,10.86,11.84,12.09
288,363,312,256,292,359,313,297,291,359,313,300,291,359,316,326,292,359,317,325,18.68,12.21,13.13,12.49,18.53,11.59,13.03,12.52,18.60,11.99,13.04,12.38,18.41,12.21,12.76,12.82,18.77,12.57,13.50,13.17
257,392,331,263,258,393,334,320,259,393,339,317,261,394,340,341,260,396,338,343,20.29,15.09,16.21,15.30,20.29,14.12,15.13,15.09,20.40,14.93,15.99,15.16,20.19,14.66,15.18,15.12,20.53,15.07,16.03,15.45
291,387,337,271,288,391,335,320,288,393,333,324,285,395,338,356,286,395,341,355,21.02,16.30,17.55,16.79,20.65,15.33,16.73,16.10,20.76,16.43,17.47,16.36,20.45,15.52,16.98,16.24,21.05,16.50,17.74,16.93
261,376,321,254,264,370,323,306,264,369,320,306,265,369,311,325,265,370,309,326,20.19,14.50,15.31,14.82,20.00,14.12,14.86,14.74,20.07,14.63,15.54,14.79,19.91,14.95,15.53,14.90,20.48,15.19,16.20,15.30
173,287,244,225,177,298,250,287,181,306,258,289,188,318,273,309,193,326,282,311,22.21,17.98,19.02,17.58,22.08,17.11,18.78,17.42,22.14,17.82,18.84,17.28,22.31,17.19,18.21,17.13,22.16,17.91,18.75,17.35
