6:00,1183,65.7,260,67.033333,400,68.633333,301,65.266667,222,59.066667,0,0
6:15,1408,63.2,327,64.2,460,67.033333,364,62.766667,257,55.533333,0,0
6:30,1565,58.9,354,59.933333,498,62.533333,401,58.6,312,52.4,0,0
6:45,1555,56.9,343,57.3,487,60.166667,402,56.866667,323,51.5,0,0
7:00,1461,60.633333,299,60.2,474,64.933333,391,61.166667,297,53.5,0,0
7:15,1559,61.466667,315,60.6,489,66.1,424,62.566667,331,53.933333,0,0
7:30,1585,62.433333,327,61.933333,503,66.766667,413,63.1,342,55.766667,0,0
7:45,1613,62.7,328,62.866667,493,67.033333,426,64.1,366,54.933333,0,0
8:00,1558,63,321,63.366667,476,66.966667,411,65.133333,350,54.833333,0,0
8:15,1666,62.233333,324,63.833333,539,65.6,436,63.6,367,54.333333,0,0
8:30,1630,61.866667,328,62.933333,506,64.633333,438,63.633333,358,54.633333,0,0
8:45,1522,59.666667,312,63.333333,468,62.2,402,60.133333,340,52.133333,0,0
9:00,1634,62.233333,426,66.3,467,64.533333,405,61.833333,336,54.4,0,0
9:15,1489,63.733333,392,67.666667,419,65.866667,379,63.933333,299,54.966667,0,0
9:30,1462,64.133333,389,69.466667,409,66.833333,358,63.133333,306,54.9,0,0
9:45,1455,64.066667,382,70.3,412,66.8,362,61.966667,299,55.033333,0,0
10:00,1364,64.066667,371,70.566667,388,66.733333,328,60.633333,277,55.733333,0,0
10:15,1411,63.566667,397,69.7,388,66.166667,351,60.833333,275,54.4,0,0
10:30,1438,63.366667,391,70.333333,398,65.366667,365,61.6,284,53.066667,0,0
10:45,1410,64.7,374,72.5,405,67.233333,351,62.466667,280,53.366667,0,0
11:00,1323,64.433333,352,72.333333,382,67.066667,322,61.5,267,53.666667,0,0
11:15,1313,62.133333,345,70.233333,368,65.3,334,58.7,266,51.8,0,0
11:30,1287,53.9,326,60.7,358,55.866667,328,52.5,275,44.466667,0,0
11:45,1418,56.8,375,63.5,386,59.233333,367,55.5,290,45.966667,0,0
12:00,1253,55.4,313,62.133333,350,58.466667,324,53.7,266,45.866667,0,0
12:15,1268,63.766667,324,71.433333,371,66.9,317,60.966667,256,52.7,0,0
12:30,1288,65.366667,330,72.8,365,68.2,335,62.966667,258,54.766667,0,0
12:45,1178,65.933333,287,73.666667,340,69.066667,308,64.3,243,54.533333,0,0
13:00,1198,66.633333,290,74.633333,347,69.666667,317,65.166667,244,54.866667,0,0
13:15,1263,67.3,329,74.233333,363,70.066667,319,65.7,252,56.333333,0,0
13:30,1355,66.533333,354,72.666667,390,69.2,338,64.4,273,57.433333,0,0
13:45,1416,65.833333,382,72.166667,399,68.966667,345,64.233333,290,55,0,0
14:00,1451,65.133333,418,71.6,407,67.866667,349,62.3,277,55.033333,0,0
14:15,1609,64.833333,469,69.966667,447,67.266667,394,63.733333,299,54.533333,0,0
14:30,1562,65.2,440,69.366667,446,67.333333,374,65.033333,302,56.166667,0,0
14:45,1590,61.1,434,64.233333,446,62.366667,391,61.9,319,53.933333,0,0
15:00,1419,62.866667,291,66,457,64.333333,374,63.466667,297,56.833333,0,0
15:15,1509,61.8,285,65,486,63.6,397,62.7,341,55.366667,0,0
15:30,1593,52.233333,339,54.2,472,52.733333,408,53.633333,374,47.966667,0,0
15:45,1421,41.633333,315,44.3,408,41,355,41.533333,343,39.366667,0,0
16:00,1541,45.733333,325,48.4,454,45.733333,393,45.966667,369,42.5,0,0
16:15,1437,42.866667,307,41.7,397,42.566667,359,45.566667,374,41.266667,0,0
16:30,1446,39.966667,306,36.233333,396,40.433333,370,42.5,374,39.4,0,0
16:45,1265,45.1,244,42.366667,368,46.533333,319,47,334,43.533333,0,0
17:00,1258,44.7,258,43,341,46.033333,323,46.366667,336,42.933333,0,0
17:15,1233,30.966667,275,32.366667,332,31.433333,307,31.133333,319,29.066667,0,0
17:30,1153,26.6,255,25.133333,309,26.9,282,27.633333,307,26.466667,0,0
17:45,1150,27.533333,257,25.866667,311,28.466667,280,27.833333,302,27.466667,0,0
18:00,407,30.8,92,28.633333,108,31.033333,100,31.066667,107,31.833333,0,0
