6:00,1278,69.033333,394,72.633333,266,70.966667,306,68.433333,209,63.333333,103,65.066667,0,0
6:15,1525,66.866667,453,70.933333,334,69.4,371,66.066667,250,60,117,62.9,0,0
6:30,1689,62.933333,488,65.833333,359,65.333333,403,62.2,298,56.966667,141,62.066667,0,0
6:45,1730,61.733333,483,63.533333,353,63.533333,415,61.066667,311,57.1,168,62.833333,0,0
7:00,1623,64.966667,460,67.333333,311,68.1,391,65.933333,280,57.833333,181,62.033333,0,0
7:15,1724,65.5,485,67.8,325,69.033333,422,67.033333,318,57.666667,174,62,0,0
7:30,1812,66.633333,486,69.3,342,69.833333,425,68.533333,328,60,231,61.766667,0,0
7:45,1860,66.566667,488,69.666667,338,69.633333,435,69.8,350,58.3,249,62.6,0,0
8:00,1716,66.566667,452,68.366667,314,69.8,403,70.733333,322,58.9,225,61.333333,0,0
8:15,1926,66.133333,529,67.433333,340,68.8,451,69.533333,343,58.566667,263,62.9,0,0
8:30,1900,65.566667,501,65.866667,336,67.9,449,69.166667,345,59.533333,269,62.666667,0,0
8:45,1776,63.033333,462,65.4,326,65.133333,407,64.833333,325,56.733333,256,61.133333,0,0
9:00,1882,64.866667,467,67.733333,423,67.633333,413,66.2,330,59.366667,249,59.666667,0,0
9:15,1724,66.3,417,69.6,393,69.166667,388,68.966667,282,58.9,244,60.3,0,0
9:30,1693,66.633333,405,71.1,396,69.633333,371,68.633333,293,58.566667,228,60.566667,0,0
9:45,1696,66.266667,413,71.3,382,69.566667,374,67.4,280,58.833333,247,59.666667,0,0
10:00,1581,66.2,385,72.333333,368,69.366667,342,65.533333,264,59.6,222,59.433333,0,0
10:15,1655,65.666667,389,71.766667,394,68.833333,366,65.133333,259,57.933333,247,59.933333,0,0
10:30,1669,65.4,402,71.833333,389,68.3,373,66.2,267,56.633333,238,58.633333,0,0
10:45,1645,66.133333,405,73.1,375,69.966667,365,66.266667,266,56.233333,234,59.066667,0,0
11:00,1576,65.933333,386,73.166667,352,70.066667,333,65.6,250,56.766667,255,59,0,0
11:15,1575,64.666667,371,71.8,344,68.433333,344,64.1,248,55,268,60.033333,0,0
11:30,1529,55.6,356,61.666667,326,57.9,345,56.033333,248,46.233333,254,52.9,0,0
11:45,1684,58.533333,386,63.4,373,61.066667,386,59.333333,269,48.533333,270,56.433333,0,0
12:00,1529,57.533333,348,62.9,319,60.8,342,58.366667,247,48.366667,273,54.7,0,0
12:15,1530,65.933333,368,73.233333,327,69.566667,337,66.233333,234,55.533333,264,60.533333,0,0
12:30,1549,67.3,369,74.433333,330,70.9,349,68.566667,240,57.366667,261,60.666667,0,0
12:45,1411,67.9,343,75.233333,285,71.733333,318,69.7,235,57.866667,230,60.866667,0,0
13:00,1471,68.2,352,76.366667,289,72.266667,332,70.2,225,58.1,273,60.1,0,0
13:15,1518,68.933333,366,76.433333,327,72.8,332,70.433333,234,59.4,259,60.5,0,0
13:30,1629,68.433333,389,75.666667,357,71.833333,356,68.833333,252,61,275,60.533333,0,0
13:45,1686,68.1,405,75.533333,385,71.466667,361,68.5,266,58,269,61.7,0,0
14:00,1754,67.066667,408,74.7,416,70.6,367,66.166667,262,58.1,301,60.566667,0,0
14:15,1921,67,448,73.133333,469,69.9,416,68.133333,279,57.966667,309,59.966667,0,0
14:30,1854,67.266667,445,72.766667,438,69.966667,393,68.5,288,60.066667,290,60.333333,0,0
14:45,1868,62.633333,442,66.3,433,64.933333,419,61.9,311,58.733333,263,58.366667,0,0
15:00,1737,63.766667,456,68.4,300,66.733333,399,62.333333,280,61.4,302,58.733333,0,0
15:15,1805,63.666667,474,67.3,303,66.2,412,63.633333,327,59.333333,289,60.433333,0,0
15:30,1871,55.133333,461,55.4,351,54.133333,425,56.066667,361,53.033333,273,57.166667,0,0
15:45,1689,44.866667,396,45.033333,324,42.1,373,44.566667,326,43.466667,270,49.7,0,0
16:00,1820,50.266667,437,50.566667,337,47.2,399,50.133333,358,48.533333,289,55.866667,0,0
16:15,1693,47.233333,381,42.733333,313,44.6,375,49.3,355,46.7,269,53.666667,0,0
16:30,1673,44.1,392,36.3,304,41.3,379,45.2,359,46.066667,239,53,0,0
16:45,1481,46.566667,351,41.7,251,45,331,46.933333,332,46.666667,216,53.866667,0,0
17:00,1471,42.2,323,39.866667,268,41.166667,326,42.6,318,41.766667,236,46.1,0,0
17:15,1436,28.633333,312,27.333333,277,26.533333,315,29.166667,302,27.733333,230,33.733333,0,0
17:30,1310,25.033333,287,23.033333,256,22.2,291,24.566667,272,23.2,204,34.2,0,0
17:45,1311,26.7,295,24.966667,258,23.833333,284,24.666667,282,25.833333,192,37.733333,0,0
