13,1566,0.0823,65.4147,297,0.0743,67.6256,339,0.084,63.4835,385,0.1317,67.2945,315,0.0483,69.0375,230,0.074,57.2226,0
13.25,1650,0.0883,64.2627,325,0.079,66.3972,358,0.0903,62.2332,410,0.1473,65.6634,309,0.0477,68.9356,248,0.0773,56.4319,0
13.5,1481,0.0783,65.4319,287,0.0723,67.7854,335,0.082,63.8534,356,0.1213,67.3169,278,0.0433,68.7507,225,0.0717,57.5347,0
13.75,1555,0.0867,64.4584,300,0.08,66.9647,342,0.092,62.7851,378,0.1367,64.9698,303,0.0467,68.9736,232,0.0787,56.8784,0
14,1708,0.092,64.4337,331,0.0833,66.9281,370,0.093,62.6692,415,0.149,64.8173,340,0.0527,69.0412,252,0.0807,56.8627,0
14.25,1763,0.0917,65.367,337,0.081,67.6629,376,0.091,63.5684,436,0.1517,66.8828,357,0.0557,68.9972,257,0.079,57.328,0
14.5,1796,0.097,64.2594,347,0.0877,66.1542,388,0.1003,62.0255,434,0.1563,65.1281,365,0.0563,69.5159,262,0.084,56.3542,0
14.75,1779,0.0933,64.4807,339,0.0837,66.2711,380,0.0933,62.1471,437,0.1533,66.0156,365,0.057,69.1222,258,0.081,56.414,0
15,1734,0.091,64.6919,338,0.081,66.832,374,0.0923,62.6147,422,0.149,66.5095,343,0.0533,68.5636,257,0.079,56.9031,0
15.25,1772,0.0973,63.0911,343,0.089,64.7799,385,0.0973,60.587,422,0.1583,64.3161,363,0.0563,68.23,259,0.085,55.334,0
15.5,1866,0.0997,61.9796,358,0.0873,63.8061,404,0.0997,59.3777,451,0.1673,62.1115,383,0.0593,68.2368,270,0.0843,54.2704,0
15.75,1741,0.092,63.6122,334,0.084,65.4138,374,0.092,61.1508,433,0.1523,65.2748,342,0.0527,68.3626,258,0.0803,55.7461,0
16,1705,0.0913,63.7292,326,0.0817,65.8752,363,0.091,61.2826,420,0.152,64.9562,347,0.054,68.3646,249,0.079,56.1675,0
16.25,1842,0.1,62.9305,355,0.0873,64.8918,388,0.099,60.5119,456,0.1727,63.6963,373,0.0577,68.3735,270,0.084,55.237,0
16.5,1815,0.0967,62.9027,346,0.0847,64.7095,388,0.097,60.4098,448,0.162,63.8228,368,0.057,68.287,265,0.0817,54.9743,0
16.75,1819,0.099,62.6614,350,0.086,64.9154,393,0.0993,60.7618,436,0.1687,62.2353,377,0.0583,68.1639,263,0.0837,55.2559,0
17,1713,0.0917,63.9054,330,0.083,66.6364,376,0.0963,61.9713,405,0.1427,64.2481,351,0.0543,68.2991,251,0.0817,56.7048,0
17.25,1659,0.0957,64.1353,324,0.0913,66.367,362,0.106,61.974,396,0.142,65.0596,333,0.0513,68.6315,244,0.0893,56.6352,0
17.5,1641,0.1397,56.3413,314,0.1233,57.0287,359,0.1393,54.6331,358,0.2597,49.2791,368,0.057,68.3992,242,0.1193,49.9,0
17.75,1480,0.14,45.9745,282,0.1257,44.3301,318,0.144,42.9217,331,0.259,31.1172,333,0.0517,68.4321,216,0.1193,40.6282,0
