6,1067,0.056,69.0754,203,0.0503,72.3581,234,0.0573,68.535,261,0.0873,72.3303,200,0.0307,68.9905,169,0.0537,60.7811,0
6.25,1365,0.071,67.6925,261,0.064,70.4559,295,0.0723,66.3881,348,0.1143,70.4302,254,0.039,69.4217,207,0.0647,59.4594,0
6.5,1463,0.076,67.1,286,0.0687,69.7766,318,0.0783,65.689,367,0.1223,69.8703,269,0.042,68.8654,223,0.0693,58.9417,0
6.75,1716,0.0897,65.7287,340,0.081,68.1982,382,0.093,63.6982,421,0.1463,68.0195,318,0.0497,68.8085,255,0.079,57.7651,0
7,1504,0.0813,65.3298,288,0.0723,68.3111,324,0.0833,64.1772,376,0.1343,66.0476,293,0.0453,68.5631,223,0.0717,57.6498,0
7.25,1694,0.09,64.6268,323,0.0813,66.9768,370,0.0913,62.8789,407,0.1463,65.8661,346,0.0533,68.3364,248,0.079,56.9927,0
7.5,1921,0.1033,63.4901,368,0.093,65.5878,407,0.1047,61.069,465,0.1707,64.0503,400,0.0617,68.7405,281,0.0867,55.7954,0
7.75,1793,0.096,64.5115,352,0.0887,67.1017,390,0.0997,63.0754,442,0.157,65.0848,341,0.0523,68.7009,268,0.0833,56.9772,0
8,1735,0.0887,66.2732,336,0.0797,69.1,377,0.0927,64.8337,420,0.142,68.206,345,0.0533,68.4719,257,0.0763,58.4654,0
8.25,1696,0.0887,66.0916,331,0.081,68.6958,367,0.0917,64.6264,415,0.1423,68.3805,329,0.051,68.2623,254,0.077,58.0972,0
8.5,1850,0.0977,63.9372,361,0.086,66.4044,400,0.0973,62.131,442,0.1623,64.7439,376,0.059,67.8029,271,0.083,56.6328,0
8.75,1676,0.0977,60.954,324,0.0817,65.4889,353,0.0913,61.4785,413,0.1513,63.5596,340,0.0847,56.6435,246,0.0793,55.7325,0
9,1575,0.08,64.4659,304,0.0717,67.3352,341,0.079,63.1894,382,0.1307,67.0419,314,0.049,65.3618,234,0.07,57.162,0
9.25,1554,0.081,66.3482,302,0.0727,68.7298,339,0.0847,64.431,394,0.131,69.397,285,0.044,68.6414,234,0.072,58.0966,0
9.5,1635,0.0833,65.5267,318,0.0743,67.6022,358,0.082,63.7662,399,0.139,67.6732,317,0.049,69.095,243,0.0727,57.3658,0
9.75,1445,0.0757,66.0971,275,0.068,68.4691,313,0.078,64.4134,350,0.119,68.4046,291,0.0453,68.9254,216,0.068,57.6991,0
10,1578,0.084,65.0103,306,0.074,67.0392,342,0.0877,62.793,393,0.14,66.7178,302,0.0467,69.4477,235,0.0737,57.0396,0
10.25,1596,0.086,64.5767,310,0.0757,67.4771,345,0.0887,63.407,387,0.141,64.3873,317,0.0493,68.9035,237,0.0747,56.9093,0
10.5,1569,0.0857,63.4966,302,0.077,65.8974,343,0.0883,61.6939,375,0.1383,63.1925,316,0.049,69.0313,233,0.0757,56.0335,0
10.75,1608,0.0853,64.5308,308,0.0753,66.5318,347,0.0883,62.3326,406,0.141,66.0919,310,0.0483,69.0316,237,0.0747,56.6654,0
11,1571,0.0833,64.5587,301,0.0733,66.7548,343,0.086,62.1977,381,0.136,65.9619,314,0.0487,69.1086,232,0.0727,56.7802,0
11.25,1664,0.087,65.2413,320,0.0773,67.4744,359,0.0893,63.215,402,0.1397,66.7007,339,0.0523,69.3056,244,0.076,57.3041,0
11.5,1550,0.0827,65.2229,295,0.0737,67.0539,332,0.0847,63.0834,382,0.1323,67.0987,313,0.0483,69.4313,228,0.073,57.0618,0
11.75,1542,0.084,64.6323,289,0.073,66.8014,330,0.0847,62.7667,390,0.141,65.5274,307,0.0473,69.5,226,0.0727,56.5345,0
12,1556,0.0837,64.329,299,0.0757,66.6281,338,0.085,62.2322,376,0.1367,64.879,312,0.048,69.3862,231,0.0737,56.597,0
12.25,1613,0.0847,64.6222,312,0.0753,67.141,346,0.086,62.7841,385,0.1373,64.7673,331,0.0507,69.445,239,0.0743,57.0519,0
12.5,1615,0.086,64.3039,316,0.0753,66.9301,352,0.089,62.7307,394,0.1423,64.615,311,0.0483,68.8373,242,0.0747,56.8595,0
12.75,1574,0.084,64.7919,308,0.0743,67.4214,342,0.0863,63.0982,391,0.14,65.8003,295,0.0453,68.7302,238,0.0737,57.2088,0
