00.00,404529,454,0.0298333333333333,66.76666666666667,32,0.0042333333333333,76.5,74,0.0217,73.5,67,0.0181999999999999,71.96666666666665,253,0.0964333333333333,62.66666666666666
00.15,404529,379,0.0220666666666666,70.26666666666667,44,0.0058,76.5,97,0.0278,73.46666666666665,78,0.0215999999999999,71.5,115,0.0422333333333333,66.86666666666666
00.30,404529,679,0.0385666666666666,69.63333333333333,124,0.0170666666666666,76.1,189,0.0562333333333333,71.16666666666667,147,0.0415,69.5,149,0.0561,65.03333333333335
00.45,404529,698,0.0502666666666666,67.5,141,0.0192333333333333,75.96666666666667,181,0.0536333333333333,70.73333333333333,165,0.0455,69.93333333333334,137,0.1102666666666666,54.06666666666666
01.00,404529,560,0.031,70.16666666666667,91,0.0124333333333333,76.16666666666667,173,0.0519333333333333,69.96666666666667,142,0.0395,68.43333333333334,118,0.041,69.66666666666667
01.15,404529,547,0.0299666666666666,72.0,85,0.0115333333333333,76.33333333333333,141,0.0407666666666666,71.16666666666667,118,0.0324666666666666,69.39999999999999,157,0.0498,74.86666666666666
01.30,404529,539,0.0312333333333333,70.83333333333333,68,0.0091333333333333,76.39999999999999,130,0.0393666666666666,69.89999999999999,110,0.0296666666666666,70.16666666666667,187,0.0656333333333333,71.36666666666666
01.45,404529,414,0.0257333333333333,69.5,45,0.0059,76.5,92,0.027,71.63333333333334,82,0.0232333333333333,70.10000000000001,164,0.0631,67.39999999999999
02.00,404529,431,0.0236,73.03333333333333,48,0.0063666666666666,76.5,99,0.0287,72.39999999999999,99,0.0273666666666666,69.2,152,0.0457333333333333,76.36666666666667
02.15,404529,418,0.0259333333333333,69.3,40,0.0053333333333333,76.53333333333333,98,0.0283999999999999,72.96666666666665,102,0.0282,70.33333333333333,135,0.0552,65.33333333333333
02.30,404529,373,0.0206666666666666,71.60000000000001,45,0.0059999999999999,76.5,68,0.0191333333333333,73.8,91,0.0246666666666666,70.2,133,0.0435333333333333,72.0
02.45,404529,330,0.0180666666666666,74.76666666666667,32,0.0042,76.5,76,0.0217333333333333,73.96666666666667,65,0.017,71.56666666666666,133,0.0403666666666666,78.3
03.00,404529,296,0.0177,70.53333333333335,25,0.0032999999999999,76.5,58,0.0166666666666666,73.60000000000001,69,0.0182333333333333,71.8,130,0.0466666666666666,68.0
03.15,404529,270,0.0157,70.86666666666667,15,0.0019666666666666,76.5,64,0.0183333333333333,73.33333333333333,61,0.0162666666666666,71.8,103,0.0338666666666666,69.60000000000001
03.30,404529,269,0.0151666666666666,71.2,30,0.0039666666666666,76.5,66,0.0188333333333333,73.63333333333333,65,0.0166666666666666,72.10000000000001,92,0.0314666666666666,68.53333333333335
