Timestamp,Station,Freeway,Direction,Lane Type,Total Flow (veh/5min),Avg Speed (mph),Lane1 Flow (veh/5min),Lane1 Avg Speed (mph),Lane2 Flow (veh/5min),Lane2 Avg Speed (mph),Lane3 Flow (veh/5min),Lane3 Avg Speed (mph),Lane4 Flow (veh/5min),Lane4 Avg Speed (mph),Lane5 Flow (veh/5min),Lane5 Avg Speed (mph),Lane6 Flow (veh/5min),Lane6 Avg Speed (mph),Latitude,Longitude,Location,Abs_PM
2024-12-17 06:00:00,716551,134,W,ML,254,62.1,66,67.1,70,63.9,61,59.5,57,57.0,,,,,34.154235,-118.274159,SAN FERNANDO,5.983
2024-12-17 06:00:00,716554,134,W,ML,271,66.5,50,76.5,101,68.9,67,64.9,53,54.3,,,,,34.156198,-118.265345,PACIFIC,6.503
2024-12-17 06:00:00,717099,134,W,ML,342,64.0,86,70.9,82,66.7,79,62.0,95,57.1,,,,,34.156447,-118.245195,GLENDALE 1,7.673
2024-12-17 06:00:00,717582,134,W,ML,318,67.3,103,72.1,75,72.9,71,65.0,69,56.2,,,,,34.156458,-118.262159,CENTRAL,6.693
2024-12-17 06:00:00,717590,134,W,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.148123,-118.229499,HARVEY,8.743
2024-12-17 06:00:00,717597,134,W,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.142674,-118.184801,FIGUEROA,11.473
2024-12-17 06:00:00,717599,134,W,ML,406,71.5,116,71.5,127,67.9,83,77.4,80,71.0,,,,,34.142896,-118.172193,SAN RAFAEL,12.253
2024-12-17 06:00:00,717603,134,W,ML,417,75.7,134,74.3,114,74.8,68,82.0,66,79.2,35,65.7,,,34.146519,-118.162409,ORANGE GROVE,12.763
2024-12-17 06:00:00,717604,134,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.146519,-118.162409,ORANGE GROVE,12.763
2024-12-17 06:00:00,761035,134,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.148123,-118.229499,HARVEY,8.743
2024-12-17 06:00:00,761038,134,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.156447,-118.245195,GLENDALE 1,7.673
2024-12-17 06:00:00,761041,134,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.156458,-118.262159,CENTRAL,6.693
