28.0,21.0
31.0,19.0
30.0,31.0
33.0,45.0
39.0,45.0
30.0,33.0
28.0,28.0
16.0,13.0
32.0,22.0
29.0,15.0
23.0,19.0
28.0,15.0
23.0,13.0
27.0,19.0
26.0,20.0
21.0,23.0
24.0,30.0
14.0,29.0
24.0,33.0
28.0,32.0
19.0,44.0
18.0,37.0
25.0,32.0
18.0,45.0
26.0,25.0
26.0,34.0
15.0,41.0
31.0,32.0
30.0,31.0
42.0,25.0
28.0,20.0
42.0,21.0
35.0,18.0
36.0,21.0
24.0,16.0
35.0,20.0
34.0,28.0
63.0,48.0
65.0,52.0
51.0,77.0
70.0,64.0
82.0,104.0
74.0,101.0
85.0,121.0
90.0,128.0
94.0,130.0
87.0,133.0
89.0,170.0
103.0,196.0
124.0,217.0
138.0,233.0
170.0,268.0
202.0,256.0
218.0,272.0
267.0,279.0
260.0,325.0
279.0,301.0
301.0,326.0
347.0,338.0
319.0,306.0
352.0,372.0
354.0,368.0
385.0,374.0
383.0,343.0
396.0,376.0
383.0,366.0
369.0,373.0
370.0,378.0
364.0,358.0
380.0,370.0
365.0,360.0
361.0,356.0
338.0,349.0
382.0,331.0
355.0,330.0
326.0,308.0
340.0,290.0
326.0,294.0
313.0,331.0
303.0,304.0
349.0,303.0
323.0,330.0
334.0,272.0
340.0,294.0
316.0,315.0
340.0,270.0
306.0,320.0
348.0,337.0
366.0,279.0
323.0,287.0
319.0,303.0
315.0,308.0
307.0,325.0
337.0,317.0
293.0,304.0
298.0,309.0
290.0,341.0
324.0,342.0
313.0,329.0
303.0,322.0
292.0,342.0
284.0,334.0
300.0,373.0
289.0,326.0
318.0,368.0
267.0,385.0
308.0,323.0
302.0,325.0
274.0,328.0
245.0,330.0
252.0,341.0
264.0,312.0
238.0,331.0
293.0,320.0
251.0,306.0
255.0,302.0
249.0,305.0
272.0,363.0
254.0,295.0
236.0,282.0
242.0,302.0
243.0,318.0
258.0,258.0
266.0,246.0
253.0,302.0
238.0,295.0
245.0,247.0
268.0,284.0
231.0,255.0
236.0,266.0
205.0,263.0
248.0,261.0
239.0,246.0
213.0,248.0
246.0,254.0
242.0,251.0
234.0,259.0
243.0,256.0
234.0,255.0
240.0,263.0
227.0,227.0
219.0,247.0
226.0,239.0
252.0,267.0
211.0,268.0
230.0,272.0
235.0,235.0
245.0,242.0
221.0,226.0
221.0,294.0
227.0,260.0
222.0,259.0
237.0,249.0
250.0,261.0
244.0,258.0
236.0,234.0
213.0,251.0
219.0,223.0
234.0,221.0
254.0,220.0
265.0,213.0
237.0,203.0
231.0,232.0
258.0,222.0
241.0,206.0
237.0,198.0
251.0,178.0
228.0,173.0
227.0,198.0
214.0,162.0
241.0,171.0
234.0,173.0
266.0,167.0
253.0,147.0
247.0,143.0
222.0,144.0
232.0,141.0
244.0,135.0
245.0,153.0
249.0,137.0
220.0,115.0
225.0,142.0
244.0,147.0
248.0,130.0
217.0,160.0
258.0,119.0
244.0,130.0
239.0,118.0
226.0,136.0
246.0,131.0
207.0,114.0
198.0,130.0
236.0,114.0
252.0,150.0
237.0,161.0
238.0,168.0
245.0,143.0
220.0,156.0
251.0,155.0
236.0,162.0
264.0,167.0
241.0,159.0
251.0,186.0
213.0,167.0
227.0,159.0
211.0,202.0
268.0,174.0
241.0,159.0
238.0,188.0
236.0,173.0
218.0,155.0
210.0,163.0
216.0,139.0
251.0,161.0
217.0,196.0
191.0,146.0
197.0,166.0
220.0,152.0
182.0,137.0
200.0,170.0
194.0,134.0
176.0,150.0
169.0,122.0
160.0,133.0
175.0,148.0
174.0,139.0
134.0,116.0
153.0,115.0
130.0,109.0
133.0,93.0
162.0,98.0
162.0,109.0
150.0,100.0
127.0,90.0
129.0,83.0
143.0,63.0
142.0,68.0
149.0,84.0
116.0,66.0
136.0,74.0
110.0,70.0
123.0,58.0
119.0,54.0
135.0,63.0
110.0,60.0
100.0,59.0
105.0,49.0
120.0,63.0
101.0,66.0
89.0,60.0
78.0,61.0
121.0,77.0
98.0,59.0
98.0,68.0
106.0,63.0
87.0,65.0
93.0,52.0
73.0,63.0
81.0,50.0
73.0,56.0
82.0,67.0
77.0,50.0
90.0,44.0
73.0,46.0
71.0,36.0
63.0,45.0
73.0,31.0
72.0,42.0
73.0,45.0
60.0,28.0
67.0,29.0
58.0,29.0
58.0,38.0
47.0,29.0
54.0,31.0
49.0,41.0
58.0,31.0
38.0,31.0
54.0,41.0
39.0,40.0
33.0,39.0
35.0,18.0
31.0,18.0
33.0,24.0
37.0,10.0
34.0,5.0
23.0,7.0
16.0,29.0
