27.0,23.0
21.0,17.0
28.0,30.0
32.0,44.0
34.0,41.0
25.0,25.0
27.0,33.0
25.0,18.0
14.0,16.0
24.0,16.0
24.0,9.0
28.0,15.0
25.0,18.0
23.0,7.0
18.0,26.0
24.0,20.0
23.0,23.0
17.0,34.0
15.0,27.0
22.0,35.0
14.0,38.0
22.0,39.0
22.0,40.0
20.0,33.0
17.0,42.0
25.0,25.0
22.0,31.0
33.0,38.0
22.0,28.0
23.0,21.0
28.0,29.0
41.0,19.0
32.0,20.0
34.0,18.0
34.0,24.0
33.0,18.0
33.0,20.0
29.0,35.0
39.0,59.0
55.0,63.0
63.0,80.0
74.0,93.0
78.0,108.0
95.0,116.0
77.0,143.0
81.0,130.0
91.0,136.0
95.0,170.0
101.0,198.0
93.0,206.0
113.0,247.0
147.0,249.0
180.0,247.0
203.0,276.0
219.0,278.0
259.0,308.0
238.0,315.0
283.0,308.0
258.0,324.0
292.0,305.0
307.0,359.0
316.0,326.0
330.0,367.0
315.0,361.0
363.0,327.0
308.0,358.0
331.0,352.0
329.0,365.0
307.0,345.0
319.0,344.0
306.0,341.0
281.0,340.0
339.0,332.0
317.0,328.0
300.0,307.0
316.0,312.0
300.0,292.0
316.0,287.0
309.0,276.0
283.0,280.0
280.0,310.0
309.0,291.0
261.0,313.0
257.0,272.0
272.0,283.0
314.0,301.0
292.0,278.0
320.0,286.0
323.0,308.0
268.0,290.0
272.0,283.0
314.0,280.0
257.0,282.0
260.0,293.0
309.0,320.0
248.0,293.0
251.0,290.0
246.0,285.0
261.0,301.0
247.0,302.0
277.0,296.0
274.0,296.0
225.0,256.0
250.0,297.0
253.0,265.0
247.0,305.0
258.0,296.0
242.0,250.0
229.0,285.0
222.0,292.0
193.0,244.0
241.0,241.0
230.0,226.0
231.0,241.0
260.0,204.0
246.0,245.0
198.0,223.0
252.0,199.0
237.0,209.0
242.0,200.0
206.0,196.0
200.0,195.0
203.0,209.0
225.0,152.0
188.0,188.0
233.0,174.0
235.0,187.0
187.0,220.0
204.0,196.0
210.0,171.0
196.0,175.0
207.0,173.0
200.0,174.0
176.0,179.0
188.0,198.0
197.0,165.0
220.0,156.0
260.0,177.0
216.0,152.0
205.0,169.0
210.0,193.0
206.0,193.0
227.0,135.0
210.0,171.0
178.0,177.0
198.0,164.0
180.0,163.0
215.0,151.0
220.0,179.0
209.0,146.0
198.0,157.0
211.0,144.0
207.0,145.0
214.0,117.0
218.0,125.0
199.0,134.0
205.0,125.0
201.0,131.0
164.0,121.0
216.0,107.0
220.0,112.0
206.0,107.0
202.0,112.0
216.0,101.0
221.0,111.0
221.0,102.0
210.0,86.0
188.0,98.0
183.0,90.0
201.0,98.0
195.0,71.0
212.0,92.0
237.0,81.0
203.0,96.0
198.0,86.0
193.0,97.0
205.0,88.0
179.0,95.0
230.0,111.0
231.0,91.0
213.0,113.0
210.0,100.0
212.0,131.0
236.0,101.0
229.0,114.0
195.0,122.0
211.0,108.0
215.0,105.0
201.0,111.0
231.0,117.0
182.0,91.0
219.0,110.0
193.0,125.0
222.0,150.0
232.0,108.0
227.0,128.0
203.0,124.0
215.0,111.0
199.0,120.0
217.0,110.0
239.0,99.0
227.0,111.0
204.0,125.0
199.0,90.0
206.0,134.0
209.0,98.0
244.0,99.0
222.0,112.0
224.0,103.0
235.0,119.0
194.0,100.0
195.0,103.0
204.0,103.0
167.0,112.0
168.0,145.0
173.0,106.0
195.0,112.0
200.0,146.0
184.0,129.0
176.0,147.0
176.0,145.0
179.0,177.0
151.0,153.0
152.0,164.0
161.0,156.0
157.0,158.0
144.0,168.0
158.0,182.0
125.0,162.0
127.0,180.0
138.0,175.0
145.0,173.0
127.0,158.0
109.0,156.0
120.0,165.0
114.0,150.0
94.0,144.0
100.0,150.0
112.0,124.0
125.0,130.0
105.0,117.0
106.0,118.0
104.0,99.0
103.0,115.0
96.0,84.0
81.0,71.0
91.0,59.0
107.0,67.0
89.0,56.0
69.0,46.0
90.0,37.0
83.0,43.0
76.0,39.0
60.0,41.0
81.0,47.0
75.0,26.0
65.0,42.0
88.0,36.0
74.0,39.0
62.0,29.0
62.0,43.0
67.0,51.0
63.0,46.0
54.0,40.0
53.0,42.0
56.0,52.0
44.0,66.0
53.0,52.0
57.0,53.0
52.0,60.0
68.0,67.0
50.0,58.0
59.0,64.0
48.0,50.0
32.0,43.0
34.0,46.0
46.0,43.0
35.0,60.0
21.0,43.0
33.0,45.0
28.0,39.0
38.0,43.0
34.0,26.0
28.0,34.0
26.0,33.0
27.0,25.0
30.0,34.0
26.0,31.0
