2025-11-04 06:00:00,34,74.83333333333333,190,69.37777777777778,144,62.67777777777778,71,61.71111111111111,439,66.44444444444444
2025-11-04 06:15:00,38,74.85555555555555,245,67.8888888888889,183,62.58888888888888,98,63.01111111111111,564,65.81111111111112
2025-11-04 06:30:00,70,74.74444444444445,327,67.62222222222222,225,60.76666666666666,120,61.45555555555555,742,65.24444444444445
2025-11-04 06:45:00,93,74.32222222222221,386,67.72222222222223,259,61.84444444444444,144,62.355555555555554,882,65.78888888888889
2025-11-04 07:00:00,96,75.61111111111111,431,67.17777777777776,284,61.855555555555554,160,52.03333333333334,971,64.0111111111111
2025-11-04 07:15:00,157,76.48888888888888,500,64.89999999999999,352,61.21111111111111,194,51.2,1203,63.12222222222223
2025-11-04 07:30:00,266,75.21111111111111,542,59.25555555555555,396,57.26666666666667,258,50.15555555555554,1462,60.08888888888888
2025-11-04 07:45:00,357,66.36666666666666,452,42.355555555555554,385,43.15555555555556,316,42.6,1510,48.32222222222222
2025-11-04 08:00:00,335,62.86666666666667,415,33.43333333333333,361,34.97777777777778,330,36.37777777777777,1441,41.43333333333334
2025-11-04 08:15:00,341,58.088888888888896,390,27.966666666666665,338,27.96666666666667,324,29.222222222222214,1393,35.666666666666664
2025-11-04 08:30:00,340,55.01111111111111,386,25.344444444444445,333,26.766666666666666,308,26.622222222222224,1367,33.35555555555555
2025-11-04 08:45:00,289,57.422222222222224,380,25.98888888888889,327,26.42222222222222,307,28.14444444444445,1303,33.53333333333333
2025-11-04 09:00:00,199,63.96666666666667,415,41.53333333333334,337,40.52222222222222,269,39.6,1220,44.66666666666666
2025-11-04 09:15:00,118,73.06666666666666,424,60.52222222222222,314,58.355555555555554,207,52.62222222222223,1063,59.97777777777778
2025-11-04 09:30:00,108,76.60000000000001,425,69.91111111111111,311,66.34444444444445,193,58.0,1037,67.27777777777779
2025-11-04 09:45:00,119,77.77777777777777,438,71.03333333333335,331,66.12222222222222,198,58.23333333333333,1086,67.92222222222223
2025-11-04 10:00:00,100,75.7,400,69.0,295,62.5,186,57.32222222222222,981,65.55555555555556
2025-11-04 10:15:00,99,74.86666666666666,419,68.06666666666668,308,63.633333333333326,196,54.23333333333333,1022,64.78888888888889
2025-11-04 10:30:00,97,74.81111111111112,418,68.22222222222223,308,64.63333333333333,181,54.94444444444445,1004,65.38888888888889
2025-11-04 10:45:00,98,74.73333333333333,415,68.8,316,65.56666666666666,190,55.31111111111111,1019,65.83333333333333
2025-11-04 11:00:00,87,74.72222222222223,414,68.36666666666667,315,64.9,200,55.31111111111111,1016,65.28888888888889
2025-11-04 11:15:00,103,75.05555555555556,422,68.62222222222222,318,64.16666666666667,201,56.13333333333333,1044,65.53333333333333
2025-11-04 11:30:00,102,74.8,431,68.5,320,63.24444444444445,202,55.79999999999999,1055,65.13333333333334
2025-11-04 11:45:00,105,74.58888888888889,445,68.22222222222223,329,63.72222222222222,201,55.911111111111104,1080,65.16666666666667
2025-11-04 12:00:00,110,74.95555555555556,442,68.35555555555555,324,62.06666666666666,205,56.54444444444445,1081,64.89999999999999
2025-11-04 12:15:00,117,74.78888888888889,460,67.96666666666665,355,62.888888888888886,219,56.42222222222222,1151,64.8888888888889
2025-11-04 12:30:00,127,74.55555555555556,439,69.27777777777777,321,65.97777777777777,201,58.17777777777778,1088,66.91111111111111
2025-11-04 12:45:00,154,73.81111111111112,481,66.60000000000001,356,63.1,230,58.42222222222222,1221,64.98888888888888
2025-11-04 13:00:00,138,75.43333333333334,473,68.54444444444444,346,64.76666666666667,223,58.11111111111111,1180,66.31111111111112
2025-11-04 13:15:00,171,75.43333333333334,504,67.7,357,62.96666666666667,247,58.24444444444445,1279,65.60000000000001
2025-11-04 13:30:00,173,75.37777777777778,487,67.75555555555556,358,65.43333333333334,244,58.088888888888896,1262,66.28888888888888
2025-11-04 13:45:00,229,74.26666666666667,513,63.16666666666666,353,61.0,253,57.13333333333333,1348,63.32222222222222
2025-11-04 14:00:00,265,66.2,500,54.28888888888889,373,52.87777777777777,291,50.48888888888889,1429,55.32222222222222
2025-11-04 14:15:00,279,61.644444444444446,458,47.577777777777776,371,46.12222222222221,316,46.47777777777778,1424,49.78888888888889
2025-11-04 14:30:00,319,53.95555555555556,414,37.18888888888889,344,38.03333333333333,317,39.01111111111111,1394,41.7
2025-11-04 14:45:00,318,48.82222222222222,380,32.144444444444446,337,32.21111111111111,300,33.300000000000004,1335,36.46666666666667
2025-11-04 15:00:00,332,45.18888888888889,376,30.866666666666664,323,31.03333333333333,295,31.055555555555557,1326,34.6
2025-11-04 15:15:00,323,45.55555555555555,387,31.377777777777776,325,30.73333333333333,286,27.977777777777774,1321,34.13333333333333
2025-11-04 15:30:00,327,42.17777777777778,375,29.51111111111111,324,28.444444444444443,290,26.37777777777778,1316,31.7
2025-11-04 15:45:00,326,39.45555555555556,355,28.11111111111111,310,27.5,287,26.177777777777777,1278,30.455555555555552
2025-11-04 16:00:00,295,40.98888888888889,347,26.155555555555555,300,26.1,274,25.11111111111111,1216,29.53333333333333
2025-11-04 16:15:00,307,41.82222222222222,364,25.8,324,25.83333333333333,302,24.633333333333336,1297,29.277777777777786
2025-11-04 16:30:00,281,40.96666666666667,350,27.97777777777777,299,29.611111111111114,260,29.366666666666664,1190,31.76666666666667
2025-11-04 16:45:00,282,43.86666666666667,356,32.02222222222222,305,33.1,266,31.08888888888889,1209,34.95555555555556
2025-11-04 17:00:00,269,47.07777777777778,396,38.61111111111111,331,39.55555555555556,259,37.4,1255,40.52222222222222
