Timestamp,Station,Freeway,Direction,Lane Type,Total Flow (veh/5min),Lane1 Flow (veh/5min),Lane2 Flow (veh/5min),Lane3 Flow (veh/5min),Lane4 Flow (veh/5min),Lane5 Flow (veh/5min),Lane6 Flow (veh/5min),Latitude,Longitude,Location,Abs_PM
2024-12-17 06:00:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:00:00,769849,210,E,FF,130.0,48.0,60.0,22.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:00:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:00:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:00:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:00:00,776724,210,E,FF,188.0,105.0,83.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:05:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:05:00,769849,210,E,FF,155.0,57.0,66.0,32.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:05:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:05:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:05:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:05:00,776724,210,E,FF,159.0,85.0,74.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:10:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:10:00,769849,210,E,FF,180.0,57.0,78.0,45.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:10:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:10:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:10:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:10:00,776724,210,E,FF,148.0,76.0,72.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:15:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:15:00,769849,210,E,FF,160.0,37.0,81.0,42.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:15:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:15:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:15:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:15:00,776724,210,E,FF,206.0,105.0,101.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:20:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:20:00,769849,210,E,FF,159.0,58.0,62.0,39.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:20:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:20:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:20:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:20:00,776724,210,E,FF,215.0,119.0,96.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:25:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:25:00,769849,210,E,FF,191.0,66.0,83.0,42.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:25:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:25:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:25:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:25:00,776724,210,E,FF,225.0,120.0,105.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:30:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:30:00,769849,210,E,FF,210.0,88.0,69.0,53.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:30:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:30:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:30:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:30:00,776724,210,E,FF,294.0,171.0,123.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:35:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:35:00,769849,210,E,FF,235.0,79.0,95.0,61.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:35:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:35:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:35:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:35:00,776724,210,E,FF,289.0,156.0,133.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:40:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:40:00,769849,210,E,FF,251.0,78.0,108.0,65.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:40:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:40:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:40:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:40:00,776724,210,E,FF,294.0,151.0,143.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:45:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:45:00,769849,210,E,FF,260.0,84.0,117.0,59.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:45:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:45:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:45:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:45:00,776724,210,E,FF,279.0,127.0,152.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:50:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:50:00,769849,210,E,FF,297.0,109.0,110.0,78.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:50:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:50:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:50:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:50:00,776724,210,E,FF,255.0,134.0,121.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 06:55:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 06:55:00,769849,210,E,FF,291.0,122.0,107.0,62.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 06:55:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 06:55:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 06:55:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
2024-12-17 06:55:00,776724,210,E,FF,275.0,139.0,136.0,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-17 07:00:00,768916,210,E,FF,,,,,,,,34.15099,-118.152369,NB 710 EXT TO EB 210,25.12
2024-12-17 07:00:00,769849,210,E,FF,334.0,121.0,113.0,100.0,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-17 07:00:00,770170,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 TO WB 134 #1,24.49
2024-12-17 07:00:00,773131,210,E,FF,,,,,,,,34.15154,-118.146708,FAIR OAKS OFF,25.48
2024-12-17 07:00:00,775729,210,E,FF,,,,,,,,34.155812,-118.158089,EB 210 CON,24.49
