S1L1_Flow,S1L2_Flow,S1L3_Flow,S1L4_Flow,S2L1_Flow,S2L2_Flow,S2L3_Flow,S2L4_Flow,S3L1_Flow,S3L2_Flow,S3L3_Flow,S3L4_Flow,S4L1_Flow,S4L2_Flow,S4L3_Flow,S4L4_Flow,S5L1_Flow,S5L2_Flow,S5L3_Flow,S5L4_Flow,S1L1_Speed,S1L2_Speed,S1L3_Speed,S1L4_Speed,S2L1_Speed,S2L2_Speed,S2L3_Speed,S2L4_Speed,S3L1_Speed,S3L2_Speed,S3L3_Speed,S3L4_Speed,S4L1_Speed,S4L2_Speed,S4L3_Speed,S4L4_Speed,S5L1_Speed,S5L2_Speed,S5L3_Speed,S5L4_Speed
109,464,337,189,106,465,337,245,107,461,339,247,105,461,338,262,106,462,336,261,33.03,27.60,26.96,24.20,33.04,27.45,26.41,24.31,33.09,27.64,26.80,24.05,33.13,27.59,26.91,24.13,33.26,28.62,27.66,24.41
118,445,316,204,121,444,317,268,120,444,314,267,120,442,313,290,120,439,316,292,33.23,28.04,26.20,24.47,33.20,27.50,25.53,24.48,33.29,27.54,26.00,24.45,33.23,28.11,26.30,24.34,33.36,29.19,26.99,24.71
118,474,360,218,117,477,358,267,117,477,360,265,117,480,362,286,117,483,359,285,33.10,27.97,25.73,24.35,33.09,27.18,25.27,24.25,33.22,27.25,26.11,24.37,33.14,27.43,26.29,24.21,33.29,28.38,27.12,24.75
126,461,331,218,126,459,334,284,126,461,334,285,125,464,335,302,126,463,338,301,32.99,28.04,28.24,25.06,32.96,27.72,27.69,24.92,33.05,27.89,27.52,24.86,33.06,28.47,27.53,24.75,33.19,29.13,28.41,25.25
161,464,361,240,161,462,359,293,160,462,359,290,160,460,358,311,159,462,356,312,32.68,27.16,26.63,24.85,32.46,26.40,25.69,24.94,32.52,26.61,26.35,24.82,32.81,26.64,26.52,24.85,32.75,27.90,27.38,25.48
131,483,333,222,129,482,333,287,129,480,333,292,130,476,335,306,129,473,336,305,33.42,27.08,27.46,25.06,33.17,26.59,27.19,24.92,33.26,26.91,27.31,24.69,33.25,27.33,27.38,24.59,33.42,28.49,28.22,25.22
174,528,355,245,177,528,356,307,175,522,356,305,175,521,352,316,176,522,351,318,33.42,26.35,26.56,24.96,32.99,25.37,25.64,24.82,33.16,25.50,26.37,24.72,33.16,26.31,26.53,24.57,33.43,27.24,27.34,25.14
182,491,381,244,179,495,380,320,182,500,379,317,182,504,380,339,182,504,380,339,33.22,27.52,27.36,24.85,32.89,26.76,26.96,24.84,33.14,26.05,27.01,24.59,33.00,26.33,27.11,24.39,33.33,27.68,28.02,25.05
241,477,353,248,243,475,354,309,242,474,355,311,239,474,351,327,237,474,349,327,32.20,23.90,25.29,24.16,32.04,22.97,24.43,24.33,32.11,24.39,25.02,24.32,32.49,24.92,25.37,23.93,32.76,25.72,26.29,24.91
250,488,355,291,252,473,352,370,248,469,351,369,248,468,356,375,246,471,357,371,28.86,13.62,20.98,20.60,28.85,16.52,20.61,20.88,28.59,19.46,21.28,20.08,28.57,20.42,21.67,20.12,29.11,22.31,22.77,21.65
280,449,366,320,287,453,368,384,290,458,367,383,291,457,364,401,291,451,365,399,26.37,11.72,14.88,17.51,25.79,14.02,16.11,18.67,26.00,15.33,16.87,18.37,26.58,15.70,17.25,17.82,27.07,19.23,19.54,19.62
296,394,346,328,293,396,344,402,292,392,344,397,289,385,342,425,288,381,338,423,22.81,6.44,10.55,13.17,22.73,13.69,13.59,15.52,22.63,14.02,13.77,14.86,23.19,14.18,13.96,15.36,23.91,16.13,16.15,16.81
309,410,328,319,306,410,326,398,305,415,324,398,301,422,326,444,300,423,328,443,19.56,4.90,9.13,10.26,19.30,12.89,11.86,13.31,19.84,13.00,12.12,11.77,20.10,13.14,12.43,13.16,21.38,14.40,14.03,14.66
320,378,320,291,323,378,322,355,323,377,324,360,325,377,322,384,326,377,320,384,17.45,4.57,7.22,10.62,17.35,12.14,11.37,12.32,17.89,12.19,11.11,11.73,17.73,12.22,11.25,12.12,19.52,13.45,13.13,13.47
321,345,318,272,319,344,317,343,317,345,316,338,318,344,313,378,318,350,313,378,16.99,5.10,7.96,10.34,17.07,12.14,11.41,11.40,17.69,12.06,11.45,11.10,17.62,11.94,11.65,11.39,19.40,13.39,13.10,12.32
332,409,283,300,328,406,284,378,329,398,284,377,326,388,287,414,325,377,287,415,14.17,4.89,4.31,9.09,15.43,11.71,11.38,10.56,15.84,11.75,11.23,9.57,16.13,11.49,11.16,10.71,18.01,12.90,12.47,11.57
332,289,343,280,331,295,342,352,330,302,342,353,329,311,342,375,328,319,342,372,13.78,4.35,4.51,4.28,14.30,11.07,10.65,10.70,14.26,11.08,10.77,9.67,14.62,11.22,10.76,9.85,16.68,12.36,12.01,11.19
311,365,279,280,311,354,279,336,314,345,278,338,315,344,278,368,316,344,277,370,14.79,4.91,4.29,4.28,15.28,10.24,10.34,10.25,15.46,10.20,10.29,9.94,15.39,10.30,10.31,9.99,17.24,11.53,11.49,10.92
316,391,300,279,316,402,290,340,314,410,286,337,315,410,284,354,315,402,284,355,15.55,4.56,4.48,4.28,15.67,10.04,9.97,9.99,15.93,10.00,9.97,9.66,15.92,9.97,9.90,9.89,17.78,11.19,11.21,10.72
278,348,368,302,279,349,377,349,279,349,381,355,284,350,381,389,284,359,381,390,15.87,4.55,5.21,9.72,16.10,10.78,10.97,11.39,16.32,10.65,10.90,10.73,16.19,10.64,10.74,11.02,17.72,11.80,12.10,11.92
275,398,293,270,276,399,298,311,278,401,301,309,274,403,304,334,275,403,306,335,16.88,5.09,12.05,11.03,16.99,12.20,12.28,12.10,17.50,12.08,12.28,11.83,17.54,12.08,12.16,12.26,18.76,13.30,13.71,13.21
269,400,327,251,273,396,326,316,273,395,326,321,275,386,328,347,277,388,329,346,19.14,6.93,13.52,14.35,19.08,13.85,13.94,14.88,19.25,13.89,13.96,14.11,19.34,13.72,13.27,14.42,20.20,15.61,15.89,15.65
283,386,357,281,283,387,355,318,283,387,354,315,285,397,353,335,284,395,353,339,19.60,9.23,12.65,15.41,19.62,13.50,14.15,15.88,19.69,13.81,14.53,15.24,19.94,14.29,14.67,15.57,20.83,16.49,17.18,16.78
260,388,312,247,261,385,312,296,262,384,310,295,262,381,308,308,263,378,307,307,19.10,7.36,12.89,14.15,19.34,13.59,13.62,14.54,19.27,13.88,13.66,14.19,19.37,14.15,14.10,14.34,20.35,15.69,16.10,15.35
168,244,278,241,174,253,284,307,177,262,293,308,182,275,305,310,186,287,313,312,21.18,12.54,17.06,16.06,21.00,13.63,16.87,16.75,21.38,13.75,16.86,16.31,21.32,14.07,16.47,15.87,22.02,17.01,18.37,17.06
