00.00,293,0.0161,64.43333333,44,69.93333333,0.009033333,111,67.16666667,0.022766667,85,61.83333333,0.020866667,53,58.23333333,0.011666667,0
00.15,350,0.019966667,64.36666667,61,69.8,0.013066667,127,67.0,0.027,98,61.7,0.024666667,64,58.1,0.0152,0
00.30,487,0.0296,63.76666667,103,68.96666667,0.023,164,66.23333333,0.037433333,130,60.93333333,0.033966667,90,57.46666667,0.0239,0
00.45,477,0.028966667,63.43333333,100,68.56666667,0.022333333,162,65.86666667,0.036766667,127,60.6,0.033366667,88,57.2,0.023366667,0
01.00,458,0.027733333,63.23333333,94,68.4,0.021133333,156,65.7,0.035466667,123,60.43333333,0.032166667,85,57.06666667,0.022266667,0
01.15,444,0.026833333,63.5,90,68.7,0.020166667,153,66.0,0.034433333,120,60.7,0.0313,81,57.26666667,0.0214,0
01.30,396,0.023633333,63.76666667,75,69.03333333,0.0168,140,66.33333333,0.030933333,109,61.03333333,0.028166667,72,57.53333333,0.018466667,0
01.45,330,0.018933333,64.03333333,55,69.46666667,0.012033333,122,66.7,0.0259,93,61.4,0.023666667,60,57.86666667,0.0143,0
02.00,313,0.017566667,64.33333333,50,69.83333333,0.0106,117,67.03333333,0.024433333,89,61.73333333,0.022333333,57,58.13333333,0.013066667,0
02.15,317,0.017666667,64.53333333,51,70.0,0.010666667,118,67.3,0.024466667,91,61.9,0.022366667,57,58.3,0.0131,0
02.30,296,0.016333333,64.53333333,45,70.03333333,0.009333333,112,67.33333333,0.023033333,86,61.93333333,0.021133333,53,58.33333333,0.011933333,0
02.45,298,0.0164,64.46666667,45,70.0,0.0094,113,67.3,0.023133333,86,61.9,0.021166667,54,58.3,0.012,0
03.00,257,0.013733333,64.43333333,33,70.0,0.006633333,102,67.3,0.0202,77,61.9,0.018566667,45,58.3,0.009566667,0
03.15,271,0.014533333,64.53333333,37,70.06666667,0.007433333,105,67.36666667,0.021066667,80,61.96666667,0.019366667,49,58.36666667,0.010266667,0
03.30,261,0.0141,64.46666667,34,70.03333333,0.006966667,103,67.3,0.0206,77,61.93333333,0.018933333,47,58.33333333,0.009866667,0
03.45,240,0.0129,64.3,28,69.9,0.005733333,97,67.13333333,0.0193,73,61.8,0.017766667,42,58.2,0.008833333,0
04.00,268,0.0145,64.36666667,36,69.9,0.0074,105,67.1,0.021033333,79,61.8,0.0193,48,58.2,0.010266667,0
04.15,237,0.012533333,64.36666667,27,69.96666667,0.005366667,96,67.23333333,0.0189,72,61.86666667,0.0174,42,58.26666667,0.008466667,0
04.30,233,0.012366667,64.36666667,26,69.96666667,0.0052,95,67.23333333,0.0187,71,61.86666667,0.017233333,41,58.26666667,0.0083,0
04.45,265,0.014266667,64.4,35,69.96666667,0.007133333,104,67.2,0.020766667,78,61.86666667,0.0191,48,58.26666667,0.01,0
05.00,271,0.0147,64.46666667,37,70.0,0.0076,105,67.3,0.021233333,80,61.9,0.0195,49,58.3,0.010433333,0
05.15,245,0.012933333,64.4,29,70.06666667,0.005766667,98,67.36666667,0.0193,75,61.96666667,0.0178,43,58.36666667,0.0088,0
05.30,264,0.0142,64.53333333,35,70.06666667,0.0071,104,67.36666667,0.020733333,78,61.96666667,0.019033333,47,58.36666667,0.010033333,0
05.45,258,0.013833333,64.46666667,33,70.03333333,0.0067,102,67.33333333,0.020333333,77,61.93333333,0.0187,46,58.33333333,0.009633333,0
06.00,250,0.013133333,64.6,31,70.16666667,0.006,100,67.46666667,0.019533333,75,62.06666667,0.018,44,58.46666667,0.009,0
06.15,294,0.016033333,64.66666667,44,70.2,0.009,111,67.5,0.0227,86,62.1,0.0208,53,58.5,0.011633333,0
06.30,310,0.0173,64.63333333,49,70.1,0.0103,116,67.4,0.024066667,89,62.0,0.022033333,56,58.4,0.012766667,0
06.45,322,0.018233333,64.56666667,53,70.0,0.011266667,119,67.26666667,0.025066667,92,61.9,0.022933333,58,58.3,0.0136,0
07.00,303,0.0166,64.73333333,47,70.2,0.0096,114,67.5,0.023333333,87,62.1,0.021333333,55,58.5,0.012166667,0
07.15,268,0.014366667,64.56666667,36,70.13333333,0.007266667,105,67.43333333,0.0209,79,62.03333333,0.0192,48,58.43333333,0.010166667,0
07.30,282,0.015466667,64.43333333,40,70.0,0.0084,109,67.3,0.0221,82,61.9,0.020266667,51,58.3,0.0111,0
07.45,326,0.018366667,64.63333333,54,70.06666667,0.0114,120,67.36666667,0.025233333,93,61.96666667,0.023066667,59,58.36666667,0.013733333,0
08.00,310,0.017233333,64.63333333,49,70.1,0.010166667,116,67.4,0.023966667,90,62.0,0.021966667,55,58.4,0.0127,0
08.15,340,0.0191,64.73333333,58,70.16666667,0.012166667,124,67.46666667,0.026066667,96,62.06666667,0.023833333,62,58.46666667,0.014433333,0
08.30,396,0.023233333,64.6,75,69.96666667,0.016433333,139,67.23333333,0.030533333,109,61.86666667,0.0278,73,58.26666667,0.018166667,0
08.45,398,0.023566667,64.46666667,76,69.8,0.016766667,140,67.03333333,0.0309,109,61.7,0.028133333,73,58.13333333,0.018433333,0
09.00,388,0.0227,64.63333333,73,70.0,0.0159,137,67.26666667,0.029966667,107,61.9,0.0273,71,58.3,0.017666667,0
09.15,432,0.024966667,64.93333333,86,70.3,0.0182,149,67.56666667,0.032433333,117,62.16666667,0.0295,80,58.53333333,0.0197,0
09.30,494,0.0299,64.83333333,105,70.06666667,0.023333333,167,67.36666667,0.037833333,130,61.96666667,0.0343,92,58.36666667,0.0242,0
09.45,561,0.034266667,64.63333333,127,69.83333333,0.027833333,184,67.06666667,0.042566667,145,61.73333333,0.0385,105,58.13333333,0.028166667,0
10.00,620,0.0385,64.56666667,146,69.63333333,0.032233333,200,66.9,0.047166667,159,61.56666667,0.042633333,115,58.0,0.032,0
10.15,694,0.042933333,64.8,168,69.9,0.036766667,220,67.16666667,0.051966667,176,61.8,0.046933333,130,58.23333333,0.036,0
10.30,769,0.048866667,64.26666667,191,69.3,0.0429,240,66.6,0.058433333,194,61.26666667,0.052666667,144,57.76666667,0.041366667,0
10.45,666,0.041466667,64.4,160,69.5,0.0353,212,66.76666667,0.0504,170,61.43333333,0.045533333,124,57.9,0.0347,0
11.00,818,0.051666667,64.9,206,70.03333333,0.045833333,254,67.23333333,0.0615,204,61.9,0.0554,154,58.3,0.043933333,0
11.15,839,0.053666667,64.73333333,213,69.8,0.047866667,260,67.03333333,0.063633333,209,61.7,0.0573,157,58.1,0.0457,0
11.30,903,0.057533333,65.13333333,232,70.2,0.0519,277,67.43333333,0.0679,224,62.06666667,0.0611,170,58.43333333,0.049266667,0
11.45,867,0.0546,65.9,221,71.06666667,0.048866667,267,68.26666667,0.0647,215,62.83333333,0.058233333,164,59.1,0.046566667,0
12.00,913,0.0591,64.56666667,235,69.6,0.0535,280,66.86666667,0.069566667,225,61.53333333,0.0626,173,58.0,0.050666667,0
12.15,870,0.055433333,65.23333333,222,70.3,0.0497,268,67.56666667,0.065566667,216,62.16666667,0.059033333,164,58.53333333,0.047333333,0
12.30,951,0.062466667,64.1,247,69.06666667,0.057,290,66.33333333,0.073233333,235,61.03333333,0.065866667,179,57.56666667,0.0537,0
12.45,1132,0.0737,64.13333333,303,69.06666667,0.068633333,339,66.33333333,0.085466667,276,61.03333333,0.0768,214,57.56666667,0.063866667,0
13.00,928,0.059433333,64.93333333,240,70.0,0.053866667,284,67.23333333,0.069966667,229,61.9,0.062966667,175,58.3,0.051,0
13.15,1010,0.0652,64.8,265,69.83333333,0.059833333,306,67.03333333,0.076233333,249,61.7,0.068533333,190,58.13333333,0.0562,0
13.30,998,0.064933333,64.63333333,262,69.63333333,0.059566667,303,66.83333333,0.075933333,245,61.53333333,0.0683,188,57.96666667,0.055933333,0
13.45,1043,0.067833333,64.26666667,275,69.26666667,0.062566667,315,66.53333333,0.0791,256,61.2,0.0711,197,57.7,0.058566667,0
14.00,975,0.064,62.2,254,67.0,0.058633333,297,64.33333333,0.074933333,240,59.2,0.0674,184,55.93333333,0.055133333,0
14.15,989,0.0634,61.46666667,259,66.2,0.057966667,300,63.6,0.074266667,244,58.56666667,0.066766667,186,55.33333333,0.054566667,0
14.30,1036,0.0672,61.76666667,273,66.56666667,0.061933333,312,63.93333333,0.078433333,255,58.83333333,0.070466667,196,55.6,0.057966667,0
14.45,962,0.062233333,61.33333333,250,66.06666667,0.0568,293,63.46666667,0.073,237,58.43333333,0.065666667,182,55.23333333,0.053533333,0
15.00,977,0.065133333,59.63333333,255,64.23333333,0.0598,298,61.63333333,0.076166667,240,56.73333333,0.068466667,184,53.73333333,0.0561,0
15.15,1036,0.067833333,60.4,273,65.06666667,0.062533333,313,62.46666667,0.079033333,254,57.5,0.071033333,196,54.43333333,0.058533333,0
15.30,930,0.059866667,61.26666667,240,66.0,0.0543,284,63.4,0.0704,230,58.36666667,0.063333333,176,55.2,0.051333333,0
