S1L1_Flow,S1L2_Flow,S1L3_Flow,S1L4_Flow,S2L1_Flow,S2L2_Flow,S2L3_Flow,S2L4_Flow,S3L1_Flow,S3L2_Flow,S3L3_Flow,S3L4_Flow,S4L1_Flow,S4L2_Flow,S4L3_Flow,S4L4_Flow,S5L1_Flow,S5L2_Flow,S5L3_Flow,S5L4_Flow,S1L1_Speed,S1L2_Speed,S1L3_Speed,S1L4_Speed,S2L1_Speed,S2L2_Speed,S2L3_Speed,S2L4_Speed,S3L1_Speed,S3L2_Speed,S3L3_Speed,S3L4_Speed,S4L1_Speed,S4L2_Speed,S4L3_Speed,S4L4_Speed,S5L1_Speed,S5L2_Speed,S5L3_Speed,S5L4_Speed
103,469,333,186,102,468,334,238,103,467,333,236,104,463,334,253,103,469,332,251,32.93,24.93,25.70,23.63,32.79,24.99,26.19,23.05,32.66,24.80,25.63,23.24,33.03,24.33,26.11,24.07,33.13,25.73,27.43,24.08
109,440,334,200,111,436,335,260,112,435,335,261,114,437,333,285,114,437,334,284,33.16,25.21,24.55,23.52,33.01,26.08,24.44,23.19,33.10,25.18,24.84,23.42,33.04,25.13,24.88,24.16,33.16,26.93,26.77,24.45
109,462,371,224,111,464,371,279,113,460,371,277,115,462,371,299,116,457,373,299,32.95,25.10,24.11,22.88,32.71,24.75,23.58,22.15,31.97,24.68,24.10,22.40,32.69,24.57,24.69,23.02,32.96,26.26,25.87,24.27
126,460,335,205,128,458,335,262,129,462,336,263,129,455,336,275,129,458,336,278,32.94,25.56,26.25,24.51,32.75,25.79,27.38,23.64,32.77,25.33,26.94,23.62,33.00,24.89,27.13,24.64,33.02,26.68,28.32,25.16
150,474,357,242,153,470,356,303,153,463,357,304,151,470,356,317,150,470,352,315,32.47,23.80,24.67,24.04,32.23,23.77,24.48,23.14,32.32,24.03,24.25,23.16,32.51,24.31,25.11,24.11,32.61,25.90,26.40,25.22
130,470,358,207,132,466,360,274,133,472,356,273,136,467,351,286,137,464,355,286,33.04,24.80,25.25,24.11,33.17,25.35,25.69,23.33,33.44,25.01,25.29,23.46,33.35,24.98,25.96,24.36,33.39,26.57,26.94,25.06
168,517,365,249,173,511,362,317,172,503,363,316,171,504,367,330,170,505,362,330,32.91,23.80,24.44,23.70,32.79,23.76,24.45,23.11,33.19,24.59,24.43,22.89,33.16,23.62,24.95,23.71,33.21,25.36,26.13,25.09
189,499,362,243,192,501,363,316,192,503,363,317,195,506,363,332,195,504,366,332,32.74,24.10,25.41,23.88,32.94,24.10,26.30,22.83,33.05,24.34,25.51,22.40,33.00,24.01,26.36,23.82,33.30,25.41,27.27,24.90
227,508,330,257,228,504,329,315,227,503,332,315,224,495,332,342,221,498,334,340,31.97,21.54,24.68,23.29,31.58,21.67,24.30,22.72,31.78,21.93,24.61,22.20,32.35,22.76,24.02,23.36,32.82,24.19,26.88,24.56
266,485,358,289,273,472,351,370,271,475,343,366,275,473,345,378,273,472,341,376,28.24,17.75,18.12,18.87,27.55,18.20,17.51,16.45,27.05,19.47,18.85,15.77,26.92,19.99,19.64,18.40,28.13,22.84,22.52,21.47
270,467,369,296,276,467,364,361,279,463,369,360,278,467,367,372,280,470,370,374,25.42,14.49,13.79,15.85,25.20,16.12,13.52,13.48,25.93,16.80,15.80,13.23,25.73,16.66,15.95,16.34,26.99,20.26,19.77,20.15
328,404,331,303,322,410,347,365,318,417,349,366,317,410,353,385,317,401,349,383,19.68,11.28,11.17,11.00,20.48,13.06,14.33,11.77,20.28,14.56,14.36,12.50,19.82,15.37,15.80,15.85,23.00,16.67,16.82,17.31
319,393,344,295,317,394,353,349,318,389,343,351,312,396,338,382,313,400,342,378,16.87,10.62,10.57,10.69,16.10,11.79,11.63,10.27,17.20,12.67,12.52,12.09,17.15,13.27,13.30,14.07,21.52,14.13,14.15,14.91
333,375,325,295,327,381,333,347,325,381,340,341,326,378,338,369,320,376,336,369,13.69,10.43,10.33,10.27,13.60,11.85,11.10,9.66,15.90,12.50,11.94,11.58,15.47,12.14,12.58,13.15,19.88,12.95,13.33,13.69
320,356,326,268,307,371,327,347,309,372,324,347,308,373,324,385,312,379,324,391,13.70,10.41,10.28,9.67,14.44,11.79,11.25,8.99,16.21,12.14,11.94,10.48,15.44,12.44,11.67,11.88,19.70,13.28,13.11,12.29
336,392,345,284,325,398,347,364,317,396,347,366,316,398,351,395,317,391,350,385,10.79,10.15,9.94,9.31,12.40,11.74,10.51,8.72,14.37,12.55,10.88,10.26,14.12,11.89,11.31,11.33,18.52,12.59,12.28,11.52
316,345,310,272,311,359,320,332,319,357,319,329,321,359,312,363,320,366,311,366,9.75,9.90,9.70,9.20,12.35,10.70,10.08,8.57,12.88,11.04,10.63,10.09,13.40,11.13,10.97,11.08,17.28,12.07,11.88,11.28
291,363,315,275,284,359,317,322,283,362,318,325,280,358,314,359,280,352,313,359,11.46,9.41,9.29,8.80,11.48,10.28,10.07,8.52,12.58,10.89,10.96,9.66,12.57,10.98,11.01,10.50,17.55,11.49,11.40,10.96
313,365,322,307,302,387,323,366,303,383,322,367,296,383,329,378,297,383,326,382,10.70,9.19,9.28,8.99,11.52,10.54,10.05,8.71,13.61,10.71,10.64,9.65,14.08,10.95,10.48,10.26,18.09,11.23,11.15,10.62
290,363,308,259,279,370,313,313,276,376,316,311,283,379,309,343,281,382,313,347,10.96,9.75,9.81,9.58,9.84,10.49,10.86,8.77,12.64,10.66,12.31,10.41,13.41,11.05,11.72,12.09,17.87,11.77,12.32,12.19
292,360,309,262,291,362,315,296,295,360,318,297,295,362,327,321,297,360,322,314,13.91,10.48,10.57,9.81,13.18,11.35,11.15,9.39,14.42,12.11,11.87,11.05,11.95,12.32,13.37,12.49,18.64,13.26,13.91,13.33
256,389,339,254,261,394,341,313,262,391,338,316,264,395,342,339,264,402,349,341,16.89,11.00,9.91,10.43,16.66,14.76,13.27,10.31,17.30,13.46,12.20,11.54,16.19,14.02,13.53,14.22,20.06,15.98,16.50,15.64
289,396,340,283,304,380,345,321,299,386,346,319,300,381,345,349,300,369,341,352,17.10,9.77,11.35,9.31,17.31,13.37,12.63,11.02,16.47,13.86,13.42,11.52,16.26,13.26,14.94,14.46,19.98,17.29,17.80,17.04
263,363,316,243,266,368,324,281,270,370,317,285,268,375,316,308,269,382,322,307,16.21,10.88,10.91,10.68,15.93,12.75,12.22,9.73,16.25,15.19,12.84,11.70,16.41,15.04,13.22,14.10,20.28,15.64,16.58,15.63
173,304,250,236,177,315,260,293,181,320,273,296,188,329,286,309,192,339,290,312,20.16,13.00,12.97,13.15,20.15,13.04,14.30,11.49,20.83,15.11,14.26,12.30,21.29,15.73,14.63,14.54,22.21,17.97,18.68,17.19
