S1L1_Flow,S1L2_Flow,S1L3_Flow,S1L4_Flow,S2L1_Flow,S2L2_Flow,S2L3_Flow,S2L4_Flow,S3L1_Flow,S3L2_Flow,S3L3_Flow,S3L4_Flow,S4L1_Flow,S4L2_Flow,S4L3_Flow,S4L4_Flow,S5L1_Flow,S5L2_Flow,S5L3_Flow,S5L4_Flow,S1L1_Speed,S1L2_Speed,S1L3_Speed,S1L4_Speed,S2L1_Speed,S2L2_Speed,S2L3_Speed,S2L4_Speed,S3L1_Speed,S3L2_Speed,S3L3_Speed,S3L4_Speed,S4L1_Speed,S4L2_Speed,S4L3_Speed,S4L4_Speed,S5L1_Speed,S5L2_Speed,S5L3_Speed,S5L4_Speed
32,199,150,63,32,199,148,77,32,197,146,77,31,192,143,81,31,190,143,79,32.89,29.19,26.14,26.96,32.87,29.44,26.65,26.89,32.87,28.96,26.92,27.24,32.97,28.87,27.69,27.15,33.24,30.42,27.93,27.15
45,231,167,96,43,228,166,105,42,229,164,104,43,234,163,102,42,233,162,104,32.97,28.28,25.98,26.74,32.96,28.55,26.33,27.21,33.00,28.45,26.47,27.00,33.30,28.12,27.00,27.62,33.33,29.98,27.76,27.71
81,344,247,130,81,343,246,147,82,342,246,146,81,335,243,145,80,337,240,142,32.49,25.88,24.01,25.89,32.42,26.34,24.20,26.63,32.51,26.72,25.02,26.76,32.58,25.90,24.75,26.46,33.12,28.39,26.84,27.00
78,358,246,149,80,356,246,193,80,350,245,189,81,345,248,193,82,342,249,196,32.64,25.93,24.50,26.64,32.50,26.22,24.77,26.28,32.54,26.84,25.44,26.40,32.74,26.29,25.75,26.97,32.98,28.38,27.12,26.93
104,434,250,168,105,433,252,210,103,435,255,208,105,438,254,202,104,434,254,198,32.87,24.49,24.64,21.54,32.74,24.82,24.90,21.09,33.24,25.06,25.65,22.40,33.16,25.05,25.79,22.64,33.16,26.70,27.30,23.02
149,467,348,200,148,470,340,259,148,467,337,264,150,461,335,262,150,458,333,261,33.10,23.09,22.59,19.90,33.43,23.38,23.10,19.46,33.46,23.70,23.71,20.19,33.36,23.80,23.27,21.33,33.68,25.28,25.79,22.10
258,506,386,257,261,501,387,329,259,500,387,321,253,491,388,334,254,496,387,331,31.41,20.02,19.81,18.14,31.28,20.15,19.87,17.31,31.48,21.00,21.02,17.81,31.57,21.22,20.97,19.36,32.80,23.78,23.81,21.53
373,456,354,325,369,452,353,405,362,457,352,406,352,462,350,437,348,453,350,439,25.14,11.80,13.17,12.75,25.27,12.69,13.66,11.00,25.48,15.60,14.42,13.89,26.56,15.18,14.76,16.84,27.84,18.95,19.04,18.80
325,405,411,330,333,407,417,396,340,404,413,400,350,401,412,415,347,407,410,407,24.16,11.06,10.94,10.70,24.50,11.58,12.48,10.60,24.39,13.38,14.55,13.22,25.33,14.35,14.08,15.54,26.51,14.51,15.38,16.00
351,384,358,319,349,382,359,388,347,377,360,388,348,380,351,418,346,378,348,420,20.83,9.90,9.86,9.93,21.27,10.59,10.63,9.67,21.61,11.16,11.00,11.44,21.76,11.77,11.52,12.78,24.24,12.30,12.50,13.04
335,376,323,282,334,375,328,352,336,376,325,339,334,378,329,352,340,377,334,353,19.57,9.19,9.45,9.21,20.15,9.70,9.90,8.78,20.02,10.00,10.57,10.20,19.74,10.38,11.07,11.10,23.01,11.17,11.56,11.63
288,353,369,325,287,353,374,372,287,355,380,380,290,358,382,389,292,362,377,387,21.43,9.29,9.40,9.75,21.99,10.06,9.90,9.78,21.85,11.01,11.05,10.72,22.47,10.40,11.35,11.19,24.59,11.01,11.31,11.94
218,448,342,259,227,449,337,328,227,453,336,330,226,451,340,358,227,448,345,365,25.77,10.70,10.59,10.05,26.36,11.58,12.34,10.52,25.12,13.38,13.01,11.58,26.13,13.63,12.59,13.33,27.09,16.23,16.33,15.82
136,393,344,216,144,388,344,272,147,390,347,275,148,397,350,297,150,400,351,300,31.29,20.72,20.57,19.59,30.58,21.16,21.30,18.82,30.39,21.98,21.32,19.71,30.66,21.01,21.42,20.67,31.15,23.76,23.81,21.85
115,426,318,202,116,430,318,248,117,425,318,250,120,425,323,262,120,427,325,260,33.14,25.36,25.88,23.30,33.58,25.76,26.49,23.20,33.68,26.28,25.72,22.48,33.64,25.90,26.31,23.33,34.00,27.76,27.55,24.58
137,427,351,179,137,425,344,235,137,423,336,235,135,424,332,247,133,423,331,246,33.46,26.45,25.37,23.76,34.03,26.62,25.98,23.41,33.67,26.58,26.07,23.37,34.06,26.86,26.59,24.42,34.42,28.35,28.36,25.19
97,400,263,210,97,407,272,286,98,406,282,283,100,402,286,293,98,404,288,294,33.07,25.80,24.73,22.98,32.91,26.12,25.12,22.57,33.27,26.28,24.84,22.01,33.20,25.95,25.61,23.01,33.44,27.82,27.19,24.72
114,416,311,224,113,414,309,281,113,415,306,285,115,409,302,305,119,405,301,308,32.37,25.23,24.96,21.10,32.14,25.69,26.21,21.13,32.39,25.68,24.86,20.83,32.50,26.02,26.54,21.45,33.02,27.71,27.50,23.39
115,447,320,189,120,443,321,261,118,448,323,261,119,451,325,270,116,454,325,269,32.31,25.20,24.77,22.16,31.82,25.24,26.21,21.92,31.66,25.18,25.17,21.70,32.26,24.83,26.07,22.60,32.86,26.87,27.21,23.58
