0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0.2,4.0,0.0,0.0,4.0,0.0,0.0,0.0
0.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0
3.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
4.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0
5.3,3.0,0.0,0.0,3.0,0.0,0.0,0.0
5.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
6.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0
6.3,7.0,0.0,0.0,7.0,0.0,0.0,0.0
6.5,5.0,0.0,0.0,5.0,0.0,0.0,0.0
7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7.2,4.0,0.0,0.0,4.0,0.0,0.0,0.0
7.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0
7.5,6.0,0.0,0.0,6.0,0.0,0.0,0.0
8.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0
8.2,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8.3,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8.5,10.0,0.0,0.0,10.0,0.0,0.0,0.0
9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
9.2,17.0,0.0,0.0,17.0,0.0,0.0,0.0
9.3,9.0,0.0,0.0,9.0,0.0,0.0,0.0
9.5,8.0,0.0,0.0,8.0,0.0,0.0,0.0
10.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0
10.2,8.0,0.0,0.0,8.0,0.0,0.0,0.0
10.3,10.0,0.0,0.0,10.0,0.0,0.0,0.0
10.5,15.0,0.0,0.0,15.0,0.0,0.0,0.0
11.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0
11.2,7.0,0.0,0.0,7.0,0.0,0.0,0.0
11.3,8.0,0.0,0.0,8.0,0.0,0.0,0.0
11.5,10.0,0.0,0.0,10.0,0.0,0.0,0.0
12.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
12.2,11.0,0.0,0.0,11.0,0.0,0.0,0.0
12.3,15.0,0.0,0.0,15.0,0.0,0.0,0.0
12.5,3.0,0.0,0.0,3.0,0.0,0.0,0.0
13.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0
13.2,15.0,0.0,0.0,15.0,0.0,0.0,0.0
13.3,9.0,0.0,0.0,9.0,0.0,0.0,0.0
13.5,8.0,0.0,0.0,8.0,0.0,0.0,0.0
14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
14.2,7.0,0.0,0.0,7.0,0.0,0.0,0.0
14.3,7.0,0.0,0.0,7.0,0.0,0.0,0.0
14.5,13.0,0.0,0.0,13.0,0.0,0.0,0.0
15.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0
15.2,9.0,0.0,0.0,9.0,0.0,0.0,0.0
15.3,10.0,0.0,0.0,10.0,0.0,0.0,0.0
15.5,8.0,0.0,0.0,8.0,0.0,0.0,0.0
16.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0
16.2,13.0,0.0,0.0,13.0,0.0,0.0,0.0
16.3,11.0,0.0,0.0,11.0,0.0,0.0,0.0
16.5,12.0,0.0,0.0,12.0,0.0,0.0,0.0
17.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0
17.2,8.0,0.0,0.0,8.0,0.0,0.0,0.0
17.3,9.0,0.0,0.0,9.0,0.0,0.0,0.0
17.5,9.0,0.0,0.0,9.0,0.0,0.0,0.0
18.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0
18.2,9.0,0.0,0.0,9.0,0.0,0.0,0.0
18.3,5.0,0.0,0.0,5.0,0.0,0.0,0.0
18.5,8.0,0.0,0.0,8.0,0.0,0.0,0.0
19.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
19.2,7.0,0.0,0.0,7.0,0.0,0.0,0.0
19.3,6.0,0.0,0.0,6.0,0.0,0.0,0.0
19.5,7.0,0.0,0.0,7.0,0.0,0.0,0.0
20.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
20.2,3.0,0.0,0.0,3.0,0.0,0.0,0.0
20.3,6.0,0.0,0.0,6.0,0.0,0.0,0.0
20.5,13.0,0.0,0.0,13.0,0.0,0.0,0.0
