Timestamp,Station,Freeway,Direction,Lane Type,Latitude,Longitude,Location,Abs_PM,Total Flow (veh/5min),Avg Speed (mph),Lane1 Flow (veh/5min),Lane1 Avg Speed (mph),Lane2 Flow (veh/5min),Lane2 Avg Speed (mph),Lane3 Flow (veh/5min),Lane3 Avg Speed (mph),Lane4 Flow (veh/5min),Lane4 Avg Speed (mph),Lane5 Flow (veh/5min),Lane5 Avg Speed (mph),Lane6 Flow (veh/5min),Lane6 Avg Speed (mph)
06:00:00,717617,210,E,ML,34.179921,-118.167405,ARROYO,22.6,161.66666666666666,61.4,38.333333333333336,66.53333333333335,45.666666666666664,63.166666666666664,41.0,59.333333333333336,36.666666666666664,56.36666666666667,,,,
06:00:00,717620,210,E,ML,34.174756,-118.160407,LINCOLN 1,23.14,137.66666666666666,64.39999999999999,28.666666666666668,73.2,37.666666666666664,70.1,43.666666666666664,61.43333333333334,27.666666666666668,53.0,,,,
06:00:00,717625,210,E,ML,34.160546,-118.158748,MOUNTAIN 2,24.16,136.66666666666666,67.39999999999999,41.0,68.96666666666667,19.333333333333332,70.2,10.666666666666666,67.0,65.66666666666667,65.86666666666666,,,,
06:00:00,717628,210,E,ML,34.152216,-118.156144,WALNUT,24.81,23.333333333333332,65.26666666666667,23.333333333333332,65.26666666666667,,,,,,,,,,
06:00:00,717631,210,E,ML,34.15099,-118.152369,FAIR OAKS 1,25.12,106.0,64.9,22.0,70.4,32.0,66.8,29.0,63.4,23.0,59.1,,,,
06:00:00,717633,210,E,ML,34.151691,-118.142523,MARENGO,25.72,472.0,68.9,80.0,74.7,93.0,72.3,81.0,70.3,83.0,67.6,76.0,63.0,59.0,63.0
06:00:00,717635,210,E,ML,34.151658,-118.12944,LAKE 2,26.47,250.0,67.10000000000001,51.666666666666664,72.56666666666666,44.666666666666664,70.7,46.0,67.36666666666667,44.333333333333336,65.7,63.333333333333336,60.9,,
06:00:00,717638,210,E,ML,34.152187,-118.117782,HILL 1,27.14,279.0,68.96666666666667,64.66666666666667,75.13333333333334,70.0,73.03333333333335,54.333333333333336,72.13333333333334,51.0,69.33333333333333,39.0,46.333333333333336,,
06:00:00,717640,210,E,ML,34.152301,-118.109239,ALLEN,27.63,260.6666666666667,67.66666666666667,16.333333333333332,76.36666666666667,64.33333333333333,73.26666666666667,69.66666666666667,72.66666666666667,51.666666666666664,65.13333333333334,58.666666666666664,55.300000000000004,,
06:00:00,717646,210,E,ML,34.151406,-118.091041,SAN GABRIEL,28.68,281.3333333333333,66.03333333333333,72.0,75.66666666666667,81.0,72.13333333333333,49.0,61.36666666666667,43.333333333333336,56.333333333333336,36.0,51.36666666666667,,
06:00:00,717650,210,E,ML,34.147621,-118.079037,SIERRA MADRE V2,29.44,255.33333333333334,63.099999999999994,69.33333333333333,69.06666666666666,69.66666666666667,66.73333333333333,51.0,61.699999999999996,40.333333333333336,51.6,25.0,57.06666666666666,,
06:00:00,761093,210,E,HV,34.151691,-118.142523,MARENGO,25.72,107.0,64.9,107.0,64.9,,,,,,,,,,
06:00:00,761098,210,E,HV,34.151658,-118.12944,LAKE 2,26.47,107.0,64.9,107.0,64.9,,,,,,,,,,
06:00:00,761102,210,E,HV,34.152187,-118.117782,HILL 1,27.14,16.333333333333332,64.93333333333334,16.333333333333332,64.93333333333334,,,,,,,,,,
06:00:00,761105,210,E,HV,34.152301,-118.109239,ALLEN,27.63,36.333333333333336,64.66666666666667,36.333333333333336,64.66666666666667,,,,,,,,,,
06:00:00,761109,210,E,HV,34.151406,-118.091041,SAN GABRIEL,28.68,19.666666666666668,65.16666666666667,19.666666666666668,65.16666666666667,,,,,,,,,,
06:00:00,761112,210,E,HV,34.147621,-118.079037,SIERRA MADRE V2,29.44,19.0,64.96666666666667,19.0,64.96666666666667,,,,,,,,,,
06:00:00,763614,210,E,HV,34.15099,-118.152369,FAIR OAKS 1,25.12,107.0,64.9,107.0,64.9,,,,,,,,,,
