Timestamp,Station,Freeway,Direction,Lane Type,Total Flow (veh/5min),Avg Speed (mph),Lane1 Flow (veh/5min),Lane1 Avg Speed (mph),Lane2 Flow (veh/5min),Lane2 Avg Speed (mph),Lane3 Flow (veh/5min),Lane3 Avg Speed (mph),Lane4 Flow (veh/5min),Lane4 Avg Speed (mph),Lane5 Flow (veh/5min),Lane5 Avg Speed (mph),Lane6 Flow (veh/5min),Lane6 Avg Speed (mph),Latitude,Longitude,Location,Abs_PM
2024-12-10 06:00:00,717617,210,E,ML,205,55.3,50,59.8,57,56.7,51,53.1,47,51.2,,,,,34.179921,-118.167405,ARROYO,22.6
2024-12-10 06:00:00,717620,210,E,ML,190,63.3,47,74.9,44,72.6,67,55.4,32,50.0,,,,,34.174756,-118.160407,LINCOLN 1,23.14
2024-12-10 06:00:00,717625,210,E,ML,148,68.0,46,67.7,24,69.9,20,67.2,58,67.7,,,,,34.160546,-118.158748,MOUNTAIN 2,24.16
2024-12-10 06:00:00,717628,210,E,ML,23,65.1,23,65.1,,,,,,,,,,,34.152216,-118.156144,WALNUT,24.81
2024-12-10 06:00:00,717631,210,E,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.15099,-118.152369,FAIR OAKS 1,25.12
2024-12-10 06:00:00,717633,210,E,ML,472,68.9,80,74.7,93,72.3,81,70.3,83,67.6,76,63.0,59,63.0,34.151691,-118.142523,MARENGO,25.72
2024-12-10 06:00:00,717635,210,E,ML,236,67.7,49,73.2,42,71.4,43,67.9,42,66.4,60,61.4,,,34.151658,-118.12944,LAKE 2,26.47
2024-12-10 06:00:00,717638,210,E,ML,264,69.5,62,75.4,67,75.2,52,72.2,48,69.5,35,44.3,,,34.152187,-118.117782,HILL 1,27.14
2024-12-10 06:00:00,717640,210,E,ML,250,69.1,21,76.2,63,74.8,69,73.4,44,71.7,53,51.7,,,34.152301,-118.109239,ALLEN,27.63
2024-12-10 06:00:00,717646,210,E,ML,257,69.3,68,76.3,76,74.0,41,72.6,36,52.4,36,59.4,,,34.151406,-118.091041,SAN GABRIEL,28.68
2024-12-10 06:00:00,717650,210,E,ML,268,70.3,75,76.5,79,74.2,51,72.1,39,52.9,24,62.4,,,34.147621,-118.079037,SIERRA MADRE V2,29.44
2024-12-10 06:00:00,761093,210,E,HV,107,64.9,107,64.9,,,,,,,,,,,34.151691,-118.142523,MARENGO,25.72
2024-12-10 06:00:00,761098,210,E,HV,107,64.9,107,64.9,,,,,,,,,,,34.151658,-118.12944,LAKE 2,26.47
2024-12-10 06:00:00,761102,210,E,HV,20,65.0,20,65.0,,,,,,,,,,,34.152187,-118.117782,HILL 1,27.14
2024-12-10 06:00:00,761105,210,E,HV,36,65.8,36,65.8,,,,,,,,,,,34.152301,-118.109239,ALLEN,27.63
2024-12-10 06:00:00,761109,210,E,HV,29,65.3,29,65.3,,,,,,,,,,,34.151406,-118.091041,SAN GABRIEL,28.68
2024-12-10 06:00:00,761112,210,E,HV,25,64.9,25,64.9,,,,,,,,,,,34.147621,-118.079037,SIERRA MADRE V2,29.44
2024-12-10 06:00:00,763614,210,E,HV,107,64.9,107,64.9,,,,,,,,,,,34.15099,-118.152369,FAIR OAKS 1,25.12
2024-12-10 06:00:00,769788,210,E,ML,174,61.0,43,66.1,49,62.9,42,58.5,40,55.9,,,,,34.189219,-118.180753,BERKSHIRE,21.58
2024-12-10 06:00:00,769806,210,E,ML,160,61.3,37,62.3,56,66.7,42,54.9,25,58.7,,,,,34.196934,-118.185042,FOOTHILL,20.98
2024-12-10 06:00:00,769819,210,E,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.205892,-118.198234,ANGELES CREST HWY NB,19.98
2024-12-10 06:00:00,769831,210,E,ML,126,61.0,31,65.9,37,62.8,31,58.3,27,55.9,,,,,34.206745,-118.201533,ANGELES CREST HWY SB,19.78
2024-12-10 06:00:00,769847,210,E,ML,156,65.8,49,75.3,49,70.6,35,47.5,23,63.1,,,,,34.211728,-118.228265,OCEAN VIEW,18.18
2024-12-10 06:00:00,769866,210,E,ML,261,62.8,50,73.2,50,72.4,69,57.1,92,56.1,,,,,34.218398,-118.239738,LA CRESCENTA,17.38
2024-12-10 06:00:00,769880,210,E,ML,268,64.7,64,70.8,61,70.8,90,57.6,53,62.4,,,,,34.221426,-118.245718,PENNSYLVANIA,16.98
2024-12-10 06:00:00,769895,210,E,ML,246,64.3,64,69.4,68,66.1,60,61.7,54,58.8,,,,,34.230849,-118.265101,LOWELL / HONOLULU,15.68
2024-12-10 06:00:00,769984,210,E,ML,176,61.2,44,66.1,49,62.9,43,58.7,40,56.1,,,,,34.202989,-118.191827,GOULD,20.4
2024-12-10 06:00:00,770116,210,E,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.234317,-118.286992,LA TUNA CANYON,14.39
2024-12-10 06:00:00,770385,210,E,ML,144,68.1,50,74.9,49,69.5,24,62.7,21,55.1,,,,,34.206925,-118.21372,EB/NB 2 TO EB 210 CN,19.08
2024-12-10 06:00:00,770578,210,E,ML,29,68.4,17,70.8,12,64.9,,,,,,,,,34.156489,-118.158295,WINONA WAY,24.442
2024-12-10 06:05:00,717617,210,E,ML,239,50.4,61,54.8,66,51.9,58,47.8,54,46.4,,,,,34.179921,-118.167405,ARROYO,22.6
2024-12-10 06:05:00,717620,210,E,ML,174,57.7,23,74.3,57,70.8,62,46.2,32,44.6,,,,,34.174756,-118.160407,LINCOLN 1,23.14
2024-12-10 06:05:00,717625,210,E,ML,209,63.5,52,64.5,59,71.7,18,65.4,80,56.5,,,,,34.160546,-118.158748,MOUNTAIN 2,24.16
2024-12-10 06:05:00,717628,210,E,ML,18,65.0,18,65.0,,,,,,,,,,,34.152216,-118.156144,WALNUT,24.81
2024-12-10 06:05:00,717631,210,E,ML,109,64.8,23,70.2,33,66.7,29,63.3,24,59.0,,,,,34.15099,-118.152369,FAIR OAKS 1,25.12
2024-12-10 06:05:00,717633,210,E,ML,496,67.6,84,73.3,98,70.9,85,69.0,87,66.3,80,61.8,62,61.8,34.151691,-118.142523,MARENGO,25.72
2024-12-10 06:05:00,717635,210,E,ML,239,67.6,50,73.0,43,71.2,44,67.8,42,66.2,60,61.3,,,34.151658,-118.12944,LAKE 2,26.47
2024-12-10 06:05:00,717638,210,E,ML,267,67.7,59,74.5,70,74.8,43,71.9,53,69.2,42,40.1,,,34.152187,-118.117782,HILL 1,27.14
2024-12-10 06:05:00,717640,210,E,ML,262,65.8,16,76.6,68,73.7,67,72.8,46,64.1,65,49.0,,,34.152301,-118.109239,ALLEN,27.63
2024-12-10 06:05:00,717646,210,E,ML,282,65.7,71,75.6,80,71.9,44,65.5,54,53.9,33,48.6,,,34.151406,-118.091041,SAN GABRIEL,28.68
2024-12-10 06:05:00,717650,210,E,ML,256,66.8,70,76.1,69,72.6,49,62.3,44,49.5,24,63.4,,,34.147621,-118.079037,SIERRA MADRE V2,29.44
2024-12-10 06:05:00,761093,210,E,HV,110,64.8,110,64.8,,,,,,,,,,,34.151691,-118.142523,MARENGO,25.72
2024-12-10 06:05:00,761098,210,E,HV,110,64.8,110,64.8,,,,,,,,,,,34.151658,-118.12944,LAKE 2,26.47
2024-12-10 06:05:00,761102,210,E,HV,19,65.0,19,65.0,,,,,,,,,,,34.152187,-118.117782,HILL 1,27.14
2024-12-10 06:05:00,761105,210,E,HV,39,64.2,39,64.2,,,,,,,,,,,34.152301,-118.109239,ALLEN,27.63
2024-12-10 06:05:00,761109,210,E,HV,18,65.2,18,65.2,,,,,,,,,,,34.151406,-118.091041,SAN GABRIEL,28.68
2024-12-10 06:05:00,761112,210,E,HV,18,64.9,18,64.9,,,,,,,,,,,34.147621,-118.079037,SIERRA MADRE V2,29.44
2024-12-10 06:05:00,763614,210,E,HV,110,64.8,110,64.8,,,,,,,,,,,34.15099,-118.152369,FAIR OAKS 1,25.12
2024-12-10 06:05:00,769788,210,E,ML,141,59.8,33,64.9,40,61.7,35,57.4,33,55.0,,,,,34.189219,-118.180753,BERKSHIRE,21.58
2024-12-10 06:05:00,769806,210,E,ML,127,61.8,30,60.4,44,69.8,32,61.4,21,47.8,,,,,34.196934,-118.185042,FOOTHILL,20.98
2024-12-10 06:05:00,769819,210,E,ML,109,64.8,23,70.2,33,66.7,29,63.3,24,59.0,,,,,34.205892,-118.198234,ANGELES CREST HWY NB,19.98
2024-12-10 06:05:00,769831,210,E,ML,141,59.9,33,65.0,40,61.9,35,57.5,33,55.0,,,,,34.206745,-118.201533,ANGELES CREST HWY SB,19.78
