Timestamp,Station,Freeway,Direction,Lane Type,Total Flow (veh/5min),Avg Speed (mph),Lane1 Flow (veh/5min),Lane1 Avg Speed (mph),Lane2 Flow (veh/5min),Lane2 Avg Speed (mph),Lane3 Flow (veh/5min),Lane3 Avg Speed (mph),Lane4 Flow (veh/5min),Lane4 Avg Speed (mph),Lane5 Flow (veh/5min),Lane5 Avg Speed (mph),Lane6 Flow (veh/5min),Lane6 Avg Speed (mph),Latitude,Longitude,Location,Abs_PM
2024-12-10 06:00:00,717615,210,W,ML,223,59.2,57,64.0,62,60.9,54,56.6,50,54.4,,,,,34.182539,-118.171545,ARROYO 1,22.3
2024-12-10 06:00:00,717622,210,W,ML,203,62.0,43,66.2,60,69.5,57,60.4,43,49.6,,,,,34.176273,-118.161942,LINCOLN 1,23.0
2024-12-10 06:00:00,717624,210,W,ML,149,63.5,30,69.9,35,66.6,30,61.9,28,59.1,26,58.7,,,34.164368,-118.158093,MOUNTAIN 1,23.9
2024-12-10 06:00:00,717627,210,W,ML,55,67.9,24,69.9,31,66.5,,,,,,,,,34.15225,-118.154678,WALNUT,24.9
2024-12-10 06:00:00,717630,210,W,ML,106,64.9,22,70.4,32,66.8,29,63.4,23,59.1,,,,,34.152218,-118.14821,FAIR OAKS 1,25.4
2024-12-10 06:00:00,717632,210,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.152218,-118.14821,FAIR OAKS 1,25.4
2024-12-10 06:00:00,717634,210,W,ML,498,71.0,112,78.1,112,74.6,98,69.2,91,65.8,85,64.8,,,34.15195,-118.13555,LAKE 1,26.12
2024-12-10 06:00:00,717637,210,W,ML,597,71.2,154,72.1,141,70.3,116,77.4,100,74.2,86,58.9,,,34.152357,-118.123714,HILL,26.8
2024-12-10 06:00:00,717642,210,W,ML,559,65.2,161,68.4,132,68.6,90,66.8,86,55.9,90,61.7,,,34.1527,-118.102255,ALTADENA,28.03
2024-12-10 06:00:00,717643,210,W,HV,107,59.3,107,59.3,,,,,,,,,,,34.1527,-118.102255,ALTADENA,28.03
2024-12-10 06:00:00,717644,210,W,ML,566,68.8,187,69.9,137,72.5,105,67.1,65,64.7,72,65.1,,,34.152727,-118.098063,SAN GABRIEL,28.27
2024-12-10 06:00:00,717645,210,W,HV,112,58.9,112,58.9,,,,,,,,,,,34.152727,-118.098063,SAN GABRIEL,28.27
2024-12-10 06:00:00,717649,210,W,ML,528,70.2,166,71.4,139,70.7,79,75.9,74,64.6,70,65.7,,,34.148074,-118.08377,SIERRA MADRE V1,29.17
2024-12-10 06:00:00,717653,210,W,ML,362,66.1,98,68.8,93,66.7,73,66.2,61,63.6,37,61.1,,,34.148737,-118.071321,ROSEMEAD 1,29.879
2024-12-10 06:00:00,761318,210,W,HV,107,64.9,107,64.9,,,,,,,,,,,34.15195,-118.13555,LAKE 1,26.12
2024-12-10 06:00:00,761322,210,W,HV,111,61.1,111,61.1,,,,,,,,,,,34.152357,-118.123714,HILL,26.8
