8.51946,-7.63735,1.46111,1.56041,3.03559,3.88756
8.44968,-7.50204,1.51341,1.48994,2.78748,4.25091
8.0,-8.0,2.0,2.0,3.0,4.0
8.40177,-7.19454,1.33124,1.57922,2.39859,4.33761
8.39285,-7.74295,1.70304,1.77481,2.90617,4.24265
8.26035,-7.77206,1.85757,1.73182,2.88826,4.18473
8.08333,-7.91667,1.83333,1.75,3.08333,4.08333
8.2963,-7.7037,1.7963,1.77778,2.90741,3.62963
8.0,-8.0,2.0,2.0,3.0,4.0
8.18794,-7.80875,1.6611,1.55673,3.18628,4.07408
